short_name,nationality,overall,player_positions
P. Bauer,Germany,69,CB
Hervías,Spain,69,"RM, LM, CAM"
M. Koch,Netherlands,69,CB
M. Livaja,Croatia,69,ST
Lima,Brazil,69,LB
T. Lam,Finland,69,"CB, CDM"
Gustavo Campanharo,Brazil,69,"CM, CDM"
Lucas João,Portugal,69,ST
C. Ascues,Peru,69,"CDM, CB, CM"
C. Valenzuela,Chile,69,CAM
O. Opazo,Chile,69,"LB, RB"
C. Mathenia,Germany,69,GK
M. Philipp,Germany,69,"CF, ST, LM"
J. Mendoza,Argentina,69,LM
K. Itabel,Argentina,69,RM
C. Hountondji,France,69,CB
J. Bajandouh,Saudi Arabia,69,CDM
U. Đurđević,Serbia,69,ST
H. Shipp,United States,69,"CAM, RM, LM"
S. Özmen,Turkey,69,CB
A. Bouchalakis,Greece,69,"CM, CAM"
Y. Gómez Andrade,Colombia,69,CB
Xavier,Portugal,69,LW
João Costa,Portugal,69,"RM, LM"
R. Bajić,Bosnia Herzegovina,69,ST
G. Bruno,Belgium,69,ST
K. Bartley,England,69,CB
F. Sears,England,69,"ST, CF"
Y. Salibur,France,69,"LW, ST, RW"
V. Berisha,Norway,69,"LM, CM"
Roderick,Portugal,69,CB
J. Velázquez,Venezuela,69,"CB, RB, CDM"
J. Davidson,Australia,69,LB
Mika,Portugal,69,GK
E. Cirigliano,Argentina,69,CDM
C. Mavrias,Greece,69,"RM, CAM, LM"
F. Signorelli,Venezuela,69,CM
Fernández,Spain,69,RB
B. Martella,Italy,69,"LB, CB"
A. Zamorano,Mexico,69,CM
S. Ameobi,Nigeria,69,"LM, RM"
A. Benali,Libya,69,CM
Álex Barrera,Spain,69,"CAM, LM, RM, CM"
K. Stöger,Austria,69,"LM, CAM"
O. Petrák,Czech Republic,69,"CB, CDM"
Jairo,Brazil,69,ST
M. Kone,Ivory Coast,69,CM
Eddy,Azerbaijan,69,"CAM, CDM"
S. Thesker,Germany,69,"CB, LB"
Y. Musavu-King,Gabon,69,"CB, LB"
M. Pérez Guedes,Argentina,69,"LM, RM"
Y. Ono,Japan,69,"CAM, LM, RM"
R. Farfán,Chile,69,"RM, RW"
P. Carlgren,Sweden,69,GK
M. Thiam,Senegal,69,"LW, ST, RW"
S. Vučur,Austria,69,CB
M. Olaitan,Nigeria,69,"ST, RW, LW"
Alex Soares,Portugal,69,CM
Lee Jae Sung,Korea Republic,69,"CAM, CM, CDM, LM"
Rui Correia,Portugal,69,CB
S. Bolbat,Ukraine,69,"CAM, LM, RM"
J. Benítez,Paraguay,69,ST
O. Colley,Gambia,69,CB
V. Janssen,Netherlands,69,ST
M. Poletanović,Serbia,69,"CM, CAM, CDM"
J. Benítez,Argentina,69,"LW, LM"
N. Kaltsas,Greece,69,"RM, RW, LM, CAM"
S. Marković,Serbia,69,"CM, RM, CDM"
M. Affonso,Uruguay,69,ST
N. Giannakopoulos,Greece,69,GK
T. Gorupec,Croatia,69,RB
O. Çek,Turkey,69,"LB, LW"
J. Berget,Norway,69,"ST, LM, CAM"
V. Fiorillo,Italy,69,GK
M. James,England,69,CM
A. Borysiuk,Poland,69,"CDM, CB"
M. Abeid,Algeria,69,"CM, CDM, RM"
Jaime Romero,Spain,69,"LM, RM"
B. Koita,France,69,"RW, ST"
N. Toko,DR Congo,69,"CM, RB"
K. Laribi,Tunisia,69,"CAM, LW, CM"
S. Strandberg,Norway,69,CB
A. Weimann,Austria,69,"LM, CF"
F. Ulvestad,Norway,69,"CM, RM"
M. Faraoni,Italy,69,"RM, RB"
I. Paurević,Croatia,69,"CDM, CM, CB"
M. Autret,France,69,"LW, RW, CAM"
J. Zárate,Mexico,69,"LM, LW"
C. Coosemans,Belgium,69,GK
J. Forrest,Scotland,69,"CAM, RM"
N. Marsman,Netherlands,69,GK
A. Gogia,Germany,69,"LM, RM, CAM"
N. Foor,Netherlands,69,"CAM, RW"
Jota,Spain,69,"RM, LM, CAM"
Nenê Bonilha,Brazil,69,"CM, CAM"
A. Erokhin,Russia,69,"CAM, CM, ST"
R. Ligeon,Netherlands,69,"RB, RW"
A. Escoboza,Mexico,69,"LW, LM"
Ricardo Dias,Portugal,69,CDM
A. Kamara,Sierra Leone,69,ST
L. Veldwijk,Netherlands,69,ST
T. Letschert,Netherlands,69,"CB, RWB"
D. Diamantakos,Greece,69,"ST, CF"
L. Masalesa,South Africa,69,"CM, CDM"
L. Galeano,Argentina,69,CB
D. Powers,United States,69,"CAM, CM"
M. Nervo,Argentina,69,"CB, RB"
J. Villota,Colombia,69,CAM
E. Moreno,Colombia,69,ST
F. Schultz,Chile,69,"RM, RB"
A. Ramos,Chile,69,"RW, ST"
L. Bijker,Netherlands,69,"CB, LB"
J. Palomino,Argentina,69,"CB, LB"
J. Sanguinetti,Argentina,69,CAM
J. Aguirre,Argentina,69,LM
I. Doğan,Turkey,69,LB
N. Tapia,Colombia,69,LB
S. Rochet,Uruguay,69,GK
A. Marušić,Montenegro,69,RM
M. Barbieri,Argentina,69,LW
M. Acuña,Argentina,69,RM
Tiquinho Soares,Brazil,69,ST
Raillo,Spain,69,CB
I. Onyilo,Nigeria,69,ST
Emilio Nsue,Equatorial Guinea,69,"RB, RM"
J. Parr,Norway,69,"LB, RB, LM, RM"
C. Rodríguez,Mexico,69,GK
E. Bennett,Jamaica,69,"RM, LM"
S. Wuytens,Belgium,69,CM
D. Wuytens,Belgium,69,CB
R. Jönsson,Sweden,69,ST
Tengarrinha,Portugal,69,"CDM, CM"
A. Prijović,Switzerland,69,ST
Palmeira,Portugal,69,"RB, CB"
F. Semb Berge,Norway,69,CB
A. Hansen,Norway,69,GK
B. Sigurðarson,Iceland,69,"ST, RM"
M. Terrazzino,Germany,69,"LM, CAM, CM, LW"
M. Gaus,Germany,69,"LM, RM"
A. Stoian,Romania,69,"LW, CF"
André Santos,Portugal,69,"CM, CDM"
K. Leerdam,Suriname,69,"CM, RB, CB"
J. Stans,Netherlands,69,"CAM, CM"
Laguardia,Spain,69,CB
D. Batth,England,69,CB
A. Seculin,Italy,69,GK
G. Garza,United States,69,LB
A. Abrashi,Albania,69,"CDM, CM"
A. Bamba,Ivory Coast,69,RB
T. Kempe,Germany,69,"RM, LM, CM"
Fran Vélez,Spain,69,"CB, CDM"
Pedro Moreira,Portugal,69,"CM, CDM"
M. te Vrede,Netherlands,69,ST
M. Colin,France,69,RB
J. Ankersen,Denmark,69,RM
C. Gytkjær,Denmark,69,ST
T. Bendiksen,Norway,69,"CM, CAM, RM"
K. Kraus,Germany,69,CB
T. Bruns,Netherlands,69,CM
E. Bergström,Sweden,69,CB
Serantes,Spain,69,GK
O. Vranješ,Bosnia Herzegovina,69,"CB, RB"
P. Dummett,Wales,69,"LB, CB"
R. Holzhauser,Austria,69,"CM, LM, CAM, CDM"
K. Otigba,Nigeria,69,CB
B. Verboom,Belgium,69,LB
M. de Roon,Netherlands,69,CDM
Bruninho,Brazil,69,"ST, RW"
W. Bakshween,Saudi Arabia,69,"CDM, CM, CB"
P. Ziegler,Germany,69,"CDM, CB"
S. Tréllez,Colombia,69,ST
L. Domínguez,Chile,69,"CB, LB"
F. Aristeguieta,Venezuela,69,ST
R. Williams,South Africa,69,GK
D. Banguero,Colombia,69,LB
J. Ramírez,Argentina,69,LM
D. Llanos,Chile,69,"ST, RW"
F. Muñoz,Argentina,69,"RM, ST"
C. Rius,Argentina,69,RW
F. Fontanini,Argentina,69,CB
N. Plange,Burkina Faso,69,"RB, RM"
L. Pasciuti,Italy,69,"LM, RM"
J. Güemez,Mexico,69,"CM, CDM"
Bastos,Angola,69,CB
A. Godoy,Panama,69,CDM
J. Abella,Mexico,69,RB
H. Traoré,Mali,69,RB
M. Barrios,Colombia,69,"RM, ST"
J. Cano,Colombia,69,ST
G. Díaz,Argentina,69,"LM, CAM"
A. Demircan,Turkey,69,GK
T. van Weert,Netherlands,69,ST
Querol,Spain,69,"RM, ST, LM"
R. Brežančić,Serbia,69,LB
Omar Ramos,Spain,69,"LM, RM"
M. Madl,Austria,69,CB
P. Kanstrup,Denmark,69,CB
D. Goodwillie,Scotland,69,"ST, CAM"
I. Assanti,Morocco,69,"LW, RW, CAM"
D. Cabrera,Mexico,69,"CM, CDM"
Rabiola,Portugal,69,ST
S. Hines,England,69,CB
C. Evans,Northern Ireland,69,"CDM, CM"
S. Morrison,England,69,CB
W. Moimbé,France,69,LB
Seo Jung Jin,Korea Republic,69,"RM, ST, LM"
H. Rodríguez,Mexico,69,CB
S. Joseph-Monrose,France,69,"LM, ST"
L. DeVere,Australia,69,CB
F. Jungwirth,Germany,69,"CDM, CM, CB, RB"
S. Sow,Mali,69,CDM
N. Araujo,Mexico,69,CB
S. Inkoom,Ghana,69,"RB, RW"
M. Barthelmé,France,69,"LM, LB, RM"
T. Deric,United States,69,GK
P. Arajuuri,Finland,69,CB
E. Lenjani,Albania,69,LB
N. Höfler,Germany,69,"CDM, CM"
M. Bangura,Sierra Leone,69,ST
Manuel Torres,Spain,69,RM
A. Tamata,DR Congo,69,LB
Han Kyo Won,Korea Republic,69,"RM, CAM, ST"
G. Courtet,France,69,"ST, RM"
T. Beugelsdijk,Netherlands,69,CB
B. Röcker,Germany,69,CB
A. Longhi,Italy,69,"LB, LM"
S. Lung,Romania,69,GK
M. Muarem,FYR Macedonia,69,"CAM, CM, CDM"
L. Silva,United States,69,"CAM, CF"
R. Gaddis,United States,69,"RB, LB"
F. Starzyński,Poland,69,"CAM, CDM, CM"
A. Romero,Argentina,69,"RM, LM"
S. Sharahili,Saudi Arabia,69,"CDM, CM, RB, RM"
S. Holmén,Sweden,69,CB
A. Khrees,Saudi Arabia,69,"RB, LB, CDM"
G. Acevedo,Chile,69,"CM, CDM, CAM"
M. Michel,France,69,GK
P. Phungwayo,South Africa,69,"LB, RB"
A. Semenov,Russia,69,"CB, RB"
R. Ramírez,Paraguay,69,ST
N. Zárate,Argentina,69,LB
S. Lex,Germany,69,"RW, RM, ST"
D. Rodríguez,Uruguay,69,CM
M. Uribe,Colombia,69,CDM
A. López,Argentina,69,LB
J. López,Colombia,69,CB
Raúl,Brazil,69,CB
Filipe Melo,Portugal,69,CDM
Luís Aurélio,Portugal,69,"RW, CM"
M. Campaña,Uruguay,69,GK
C. Acuña,Paraguay,69,"ST, CF"
B. Hamalainen,Denmark,69,LB
L. Jutkiewicz,England,69,ST
D. Paponi,Italy,69,ST
G. Obertan,France,69,"RM, LM"
M. Uslu,Turkey,69,"LB, LM"
S. Kesimal,Turkey,69,CB
A. Cauņa,Latvia,69,"CM, CDM, LM"
D. Bakar,France,69,"ST, LW, RW"
M. Beevers,England,69,"CB, LB"
A. Judge,Republic of Ireland,69,"CAM, LM, CM"
S. Nijland,Netherlands,69,"ST, LW"
T. Beltran,United States,69,RB
J. Holland,Australia,69,"CDM, CM"
W. Yarbrough,United States,69,GK
E. Falkenburg,Netherlands,69,CAM
V. Wormgoor,Netherlands,69,CB
Dani Castellano,Spain,69,"LB, LM, LWB"
A. Al Fraidi,Saudi Arabia,69,"CAM, CM"
Jesús,Spain,69,GK
G. Kagelmacher,Uruguay,69,"RB, CB"
Héctor Rodas,Spain,69,CB
F. Klos,Germany,69,ST
E. Trejo,Mexico,69,"CAM, CM, LB"
R. Gikiewicz,Poland,69,GK
S. Ilsanker,Austria,69,"CDM, CM, CB"
Iñigo Pérez,Spain,69,"CM, CDM, CAM"
T. Tchani,Cameroon,69,"CDM, CM"
Borja Gómez,Spain,69,CB
M. Kieftenbeld,Netherlands,69,"CDM, CM"
Vicente Gómez,Spain,69,"CAM, CDM, CM"
M. Esser,Germany,69,GK
D. Kaiser,Germany,69,"CM, CAM, CDM"
W. Bruin,United States,69,ST
C. Martina,Curacao,69,"RB, CB"
Y. Abdelhamid,France,69,CB
M. Rohdén,Sweden,69,"CM, CDM"
H. Al Mogahwi,Saudi Arabia,69,"CAM, LM, CDM"
V. Laurini,France,69,RB
A. Popa,Romania,69,"RM, LM"
G. Díaz,Argentina,69,"RB, RM"
J. Falcón,Venezuela,69,ST
T. Ndoro,Zimbabwe,69,"ST, CF"
M. Etame,Cameroon,69,ST
C. Valencia,Colombia,69,RB
J. Hayes,Republic of Ireland,69,"LM, RM"
S. Hutchinson,England,69,"CDM, CM"
S. Cummings,Jamaica,69,"RB, LB"
L. McGugan,England,69,"CM, CAM"
Dani Estrada,Spain,69,"RB, RM"
M. N'Diaye,Mali,69,CB
H. Kage,DR Congo,69,"RM, LM"
D. Biseswar,Netherlands,69,"RM, LM"
R. Salinas,Mexico,69,"CM, CDM"
B. Capon,Belgium,69,"RB, RM"
T. Elrich,Australia,69,"LB, RB, CB"
D. Marcq,France,69,"CDM, CM"
N. Burns,Australia,69,"ST, RW"
K. Barbarouses,New Zealand,69,RM
C. Akabueze,Nigeria,69,"LW, RW, LM, RM"
S. Wagner,Germany,69,ST
M. Ceylan,Turkey,69,"CDM, CM"
Song Jin Hyung,Korea Republic,69,"CAM, CDM, LM, CM"
M. Volta,Italy,69,CB
T. Breukers,Netherlands,69,RB
A. Putsila,Belarus,69,"CAM, RW, LW"
R. Wolf,Germany,69,GK
R. van Eijden,Netherlands,69,CB
L. Balogun,Nigeria,69,RB
P. Valdivia,France,69,"CM, CDM"
A. Meijers,Netherlands,69,LB
A. DeLaGarza,Guam,69,"CB, RB, LB"
T. Heubach,Germany,69,CB
L. Neagle,United States,69,"LM, RM, ST"
M. van der Maarel,Netherlands,69,"CB, RWB, LWB"
Z. Bergdich,France,69,"LM, LB"
J. Sylvestr,Slovakia,69,ST
B. Kessel,Germany,69,"RB, CB"
M. Dituro,Argentina,69,GK
J. Schauerte,Germany,69,RB
R. Filippi,France,69,CB
L. Valenzuela,Chile,69,CAM
J. Cuero,Colombia,69,"ST, LW"
F. Márquez,Argentina,69,ST
W. Droste,Netherlands,69,RB
G. Pasquale,Italy,69,LM
G. Király,Hungary,69,GK
J. Bréchet,France,69,CB
Manuel Pablo,Spain,69,"RB, LB"
M. Gilks,Scotland,69,GK
G. Bellini,Italy,69,"RB, LB"
E. Pogatetz,Austria,69,CB
C. Edwards,Trinidad & Tobago,69,"RB, RM"
D. de Vries,Netherlands,69,GK
I. Sigurdsson,Iceland,69,CB
B. Pedretti,France,69,"CM, CDM"
E. Johnson,United States,69,ST
U. İnceman,Turkey,69,"CDM, CM"
A. Caracciolo,Italy,69,ST
K. Boyd,Scotland,69,ST
K. Bach Bak,Denmark,69,RB
J. Álvarez,Venezuela,69,"CAM, CDM, RM"
M. Morisbak Skjønsberg,Norway,69,CB
H. Opdal,Norway,69,GK
B. Grougi,France,69,"CAM, CM"
Camacho,Spain,69,"CAM, CM"
A. Yahia,Tunisia,69,CB
Vilas Boas,Portugal,69,CB
G. Greer,Scotland,69,CB
M. Taylor,England,69,"LM, CM, CDM"
R. Jarstein,Norway,69,GK
C. Grindheim,Norway,69,"CM, CDM"
D. Braaten,Norway,69,"LW, RW, ST"
M. Langer,Austria,69,GK
F. Agliardi,Italy,69,GK
Y. Hadji,Morocco,69,ST
D. Perquis,France,69,GK
D. Ducourtioux,France,69,"CDM, CM, RM"
E. Süme,Turkey,69,"CB, RB, LB"
M. Donadel,Italy,69,"CDM, CM"
A. Turan,Turkey,69,"CB, RB"
E. Güngör,Turkey,69,CB
A. Durak,Turkey,69,"CM, CDM, CAM"
P. McShane,Republic of Ireland,69,"CB, RB"
J. Faty,Senegal,69,"CB, CDM"
G. Bourillon,France,69,"CDM, CB"
J. Muñoz Mustafá,Argentina,69,CB
Héctor Font,Spain,69,"CAM, CM"
Cho Sung Hwan,Korea Republic,69,"CB, RB"
Kim Byung Ji,Korea Republic,69,GK
W. Bressan,Italy,69,GK
F. Dick,Germany,69,RB
S. Rizzato,Italy,69,"LB, LM"
L. Sam,England,69,RM
K. Risgård,Denmark,69,CM
B. Bergougnoux,France,69,"CAM, ST"
I. Castro,Mexico,69,"CDM, CM"
L. Michel,Mexico,69,GK
O. Bravo,Mexico,69,ST
A. Cordaro,Belgium,69,"RM, ST"
C. Conway,Scotland,69,"LM, LW, RM"
G. Loovens,Netherlands,69,CB
M. Fledderus,Netherlands,69,"CM, LB"
A. De Nigris,Mexico,69,ST
A. Galindo,Mexico,69,"CB, RB"
L. Mazzoni,Italy,69,GK
R. Wallace,Scotland,69,"RM, LM"
M. Duff,Northern Ireland,69,CB
R. Lemaître,France,69,LB
Aitor Sanz,Spain,69,"CDM, CM"
I. Damonte,Argentina,69,CM
M. Mirošević,Chile,69,"CM, CAM"
D. Ludueña,Argentina,69,"CAM, LM, LW, CF"
A. Orozco,Colombia,69,CB
P. Pérez,Argentina,69,"CAM, RM"
L. Somoza,Argentina,69,CM
R. Martínez,Argentina,69,CM
M. Carrusca,Argentina,69,"CM, CAM"
J. Olave,Argentina,69,GK
J. Eluchans,Argentina,69,"LB, LM"
K. D'Haene,Belgium,69,CB
L. Palos,Argentina,69,GK
A. Yılmaz,Turkey,69,"RM, LM"
F. Öztorun,Turkey,69,LB
B. Eşer,Turkey,69,RM
Pedro Ríos,Spain,69,"RM, LM"
Momo,Spain,69,"LM, RM"
Jonathan Ruiz,Spain,69,"CM, CDM"
L. Franco,Argentina,69,GK
Guillermo Vallori,Spain,69,CB
A. Tlisov,Russia,69,"CDM, CM"
S. Mila,Poland,69,CAM
I. Austbø,Norway,69,GK
A. Danielsen,Norway,69,"RB, CM"
M. Biagianti,Italy,69,"CDM, CM"
D. Kumbela,DR Congo,69,ST
K. Arkivuo,Finland,69,"LB, RB"
G. Elokobi,Cameroon,69,"CB, LB"
O. Occéan,Canada,69,ST
J. Bjørdal,Norway,69,CB
C. Cohen,England,69,"CM, CDM, LB"
V. Gragnic,France,69,CAM
C. Ludi,Italy,69,CB
A. Askar,Ethiopia,69,"RM, LM, LB"
K. Petersen,Denmark,69,CB
Kim Chi Woo,Korea Republic,69,"LB, LM"
Collantes,Spain,69,"RW, LW, RM, LM"
F. Vilar,Argentina,69,GK
F. Arce,Mexico,69,CM
M. Vuoso,Mexico,69,ST
Ailton,Brazil,69,ST
M. Hernández,Mexico,69,GK
Richy,Spain,69,CB
Manu,Switzerland,69,LB
G. Fernández,Argentina,69,"CAM, RW"
J. Estrada,Mexico,69,RB
J. Mackie,Scotland,69,"RM, ST"
M. Fryatt,England,69,ST
E. Kapllani,Albania,69,ST
D. Brückner,Germany,69,"LB, LM, RM"
M. Parensen,Germany,69,"LB, CB, CDM"
J. Wuytens,Belgium,69,CB
T. Kessler,Germany,69,GK
G. Munari,Italy,69,"CM, CDM"
G. Rodríguez,Mexico,69,"LB, LWB"
M. Zambelli,Italy,69,"RB, CB, RM"
E. Galeković,Australia,69,GK
M. Berger,Austria,69,CB
S. De Smet,Belgium,69,"CAM, RM, LM"
L. Moore,England,69,ST
E. Villa,Argentina,69,ST
Evaldo,Brazil,69,LB
N. Champagne,Argentina,69,GK
J. Vaughan,England,69,ST
A. Crofts,Wales,69,CM
G. Leadbitter,England,69,"CDM, CM, CAM"
T. Brzyski,Poland,69,"LB, LM"
Cobeño,Spain,69,GK
M. de Jong,Canada,69,LB
J. Larentowicz,United States,69,CB
J. Lynch,Wales,69,CB
Luís Tinoco,Portugal,69,LB
S. Madera,Poland,69,CB
R. Murawski,Poland,69,"CDM, CM, CAM"
C. McCann,Republic of Ireland,69,"CM, CDM, CB"
A. Bellinghausen,Germany,69,"LM, LB"
A. Gaţcan,Moldova,69,"CDM, CM"
M. Cejas,Argentina,69,CAM
R. Elliot,Republic of Ireland,69,GK
D. Perrinelle,France,69,CB
R. Cazzola,Italy,69,CM
J. Peters,Netherlands,69,CB
M. Suttner,Austria,69,LB
J. Garner,England,69,ST
L. Peltier,England,69,"RB, CB, CDM"
D. Cotterill,Wales,69,"RM, LM"
Y. Kermorgant,France,69,"ST, CF"
J. Zimmermann,Germany,69,GK
R. Chávez,Mexico,69,RB
Javi Moyano,Spain,69,RB
L. López,Mexico,69,CB
Linares,Spain,69,ST
B. Martin,France,69,"CB, LB, RB"
L. Bruins,Netherlands,69,"CM, CAM"
L. Seijas,Venezuela,69,CM
L. Grabban,Jamaica,69,ST
F. Ceravolo,Italy,69,"ST, LW"
J. Ferreyra,Argentina,69,ST
C. Del Grosso,Italy,69,"LB, LM"
L. Ainsworth,England,69,RM
P. Barrera,Mexico,69,RM
J. Pearce,England,69,CB
P. Caddis,Scotland,69,RB
B. Pérez,Panama,69,ST
Feng Xiaoting,China PR,69,CB
J. Horn,Norway,69,CB
N. Pavlović,Serbia,69,"CDM, CM"
Filipe Gonçalves,Portugal,69,"CM, CDM"
K. Voser,Switzerland,69,"RB, LB"
Leandrinho,Brazil,69,CAM
L. Figueroa,Chile,69,"RW, RB"
S. Pinto,Chile,69,ST
R. Lima,Argentina,69,"CM, CDM"
S. Meza,Mexico,69,RB
D. Rangelov,Bulgaria,69,ST
P. Klandt,Germany,69,GK
W. Paredes,Mexico,69,"LWB, LB"
C. Pouga,Cameroon,69,ST
I. Dağaşan,Turkey,69,"CDM, CM"
D. Capelli,Italy,69,"CB, RB"
Dani,Portugal,69,CDM
Y. Buyens,Belgium,69,"CM, CDM"
T. Mangani,France,69,"CDM, CM"
C. Rickler Del Mare,Italy,69,CB
D. Ciofani,Italy,69,ST
B. Urribarri,Argentina,69,LB
V. Minev,Bulgaria,69,"LB, CB"
S. Rieks,Denmark,69,LM
E. Lugo,Mexico,69,"RM, CAM"
J. Castillo,Uruguay,69,GK
C. Davies,United States,69,ST
B. Evans,United States,69,"CB, RM, RB, CM"
A. Ateef,Saudi Arabia,69,"CDM, CM"
D. Vukovic,Australia,69,GK
S. Williams,Republic of Ireland,69,"CDM, CM, CB"
L. Noriega,Mexico,69,"CM, CDM"
K. Vassiljev,Estonia,69,"CM, CDM"
Everton,Brazil,69,"CF, ST, RW"
H. Schmidtgal,Kazakhstan,69,"LB, LM"
N. Theuerkauf,Germany,69,"CDM, CM, LB, CB"
C. Basham,England,69,"CB, CM, CDM"
R. Bianco,Italy,69,"CM, CDM"
G. Perico,Italy,69,RB
Lee Sang Hup,Korea Republic,69,"ST, LM"
F. Santos,Mexico,69,"RM, RW"
C. Chávez,Argentina,69,CAM
W. Atta,Ethiopia,69,CB
C. Bekamenga,Cameroon,69,ST
C. Myers,United States,69,RB
Alberto,Spain,69,GK
S. Salinas,United States,69,LM
L. Fuentes,Mexico,69,LB
M. Olsson,Sweden,69,"LB, LM"
F. Sammaritano,France,69,CAM
G. Friend,England,69,LB
A. Fernández,Uruguay,69,"CM, LM"
V. Rüfli,Switzerland,69,"RB, RM"
A. Zito,Italy,69,"LM, CM"
S. Roco,Chile,69,CB
Emilio Sanchez,Spain,69,"CM, CAM, CDM"
G. Belaud,France,69,RB
López Silva,Spain,69,"LM, CAM"
A. Chermiti,Tunisia,69,"ST, LM"
M. Boland,Germany,69,"CDM, CM, LM"
S. Badur,Turkey,69,"CDM, CAM, CM"
M. Woolford,England,69,"LM, RM, CAM"
William Alves,Brazil,69,"CB, RB"
L. Del Prete,Italy,69,"RB, LB, RM"
D. Veselinović,Serbia,69,ST
C. Tierney,United States,69,"LB, LM"
M. Gould,South Africa,69,CB
C. Masuda,Japan,69,"CM, CAM, CDM"
H. Bernardello,Argentina,69,CM
Rúper,Spain,69,"CDM, CM, CB"
Emidio Rafael,Portugal,69,LB
T. Schrammel,Austria,69,"LB, LWB, RB, RWB"
Luisinho,Portugal,69,LW
Morcillo,Spain,69,"CB, LB, LWB"
B. Kayal,Israel,69,"CM, CDM"
M. Grün,Germany,69,GK
K. Zarabi,Algeria,69,CB
Y. Godzyur,Ukraine,69,GK
M. Eneramo,Nigeria,69,ST
Y. Anchico,Colombia,69,"RB, RM"
M. Fernández,Venezuela,69,"RM, ST"
A. Guerra,Venezuela,69,CM
Z. Loyd,United States,69,"CB, RB"
J. Morrow,United States,69,"LB, RB"
Mateos,Spain,69,CB
Carlos Ruiz,Spain,69,CB
B. Kumordzi,Ghana,69,CM
F. Arizala,Colombia,69,ST
F. Vismara,Argentina,69,CDM
Marafona,Portugal,69,GK
D. Kulakov,Ukraine,69,"RM, RB"
Yu Hai,China PR,69,"LW, LM"
A. Martynovich,Belarus,69,CB
L. Castaldo,Italy,69,ST
L. Blanchard,Italy,69,CB
Pablo Infante,Spain,69,"LM, CAM"
A. Bourceanu,Romania,69,CDM
E. Šetkus,Lithuania,69,GK
J. Lozano,Colombia,69,CB
P. Caballero,Argentina,69,ST
H. Al Hamdan,Saudi Arabia,69,"RM, CAM"
F. Parra,Argentina,69,ST
O. Viera,Ivory Coast,69,CB
M. Jones,England,69,GK
D. Peralta,Colombia,69,CB
E. Cantero,Paraguay,69,ST
Alcatraz,Colombia,69,"RB, RM"
J. Lopera,Colombia,69,"CB, RB"
C. Alzáte,Colombia,69,CAM
M. Riquero,Uruguay,69,"CDM, CM"
D. Amaya,Colombia,69,CB
A. Acevedo,Chile,69,CB
F. Rodríguez,Colombia,69,LB
J. Aguirre,Colombia,69,CAM
M. Piedrahita,Colombia,69,RB
P. Carrizo,Chile,69,GK
G. Lezcano,Argentina,69,"LW, RW"
G. Farré,Argentina,69,"CM, RM"
M. El Makrini,Netherlands,69,"CDM, CM"
H. Menosse,Uruguay,69,CB
F. Pellegrino,Argentina,69,GK
J. Chiarini,Argentina,69,GK
Rafael Defendi,Brazil,69,GK
Piojo,Argentina,69,"ST, RW"
N. Leiva,Argentina,68,"CAM, LM, RM"
Fabián,Spain,68,CAM
R. Gudiño,Mexico,68,GK
D. Avdijaj,Germany,68,"CAM, LM, ST"
Mosquito,Brazil,68,ST
D. Verde,Italy,68,"LW, RW"
Rafa,Portugal,68,LB
S. Vegas,Chile,68,"CB, LB"
A. Traoré,Mali,68,"CM, CAM"
Palhinha,Portugal,68,CDM
S. Tarashaj,Switzerland,68,"CAM, ST"
M. Cornet,France,68,"ST, RW, LW"
C. Aboagye,Ghana,68,"CAM, CM"
D. Gray,England,68,"LM, CAM"
J. Prior,France,68,GK
G. Gaudino,Germany,68,"CM, CDM"
A. Touré,Mali,68,"RB, CB"
Raphael Guzzo,Portugal,68,CM
Hermoso,Spain,68,"LB, CB, LM"
J. Lascelles,England,68,CB
L. Gülen,Switzerland,68,CB
B. Ndoye,Senegal,68,"CB, CDM, CM"
Concha,Spain,68,"RM, LM"
T. Baumgartl,Germany,68,CB
R. Rubin,United States,68,ST
C. Pavón,Argentina,68,RW
A. Golovin,Russia,68,"CAM, CM"
M. Kuzmin,Russia,68,CAM
L. Zahovič,Slovenia,68,ST
S. Murray,Republic of Ireland,68,"CM, CAM, RM"
E. Huws,Wales,68,"CM, CDM"
J. Dongou Tsafack,Cameroon,68,"ST, RW, LW, CF"
D. John,Wales,68,"LB, LWB"
I. Lichnovsky,Chile,68,CB
M. Miazga,United States,68,CB
J. Kayembe,Belgium,68,"LW, RW, LB"
J. Andersen,Denmark,68,CB
A. Romero,Argentina,68,CAM
T. Minamino,Japan,68,"LM, RM"
A. Onana,Cameroon,68,GK
Ivo Rodrigues,Portugal,68,"LW, RW"
D. Bentley,England,68,GK
M. Luongo,Australia,68,CM
L. Đorđević,Montenegro,68,"ST, LW, RW"
M. Hallberg,Sweden,68,"CM, CDM"
L. Baker,England,68,CM
T. Dierckx,Belgium,68,RW
P. Gerkens,Belgium,68,"CM, CDM"
Y. Cissako,France,68,"RB, RM"
O. Diakhité,Senegal,68,CB
F. Monteseirín,Argentina,68,CB
S. Driussi,Argentina,68,"ST, LM"
A. Roa,Colombia,68,CAM
D. Londoño,Colombia,68,LB
A. Čavrić,Serbia,68,"RW, LW, ST"
Álex Remiro,Spain,68,GK
C. Arrieta,Colombia,68,RB
J. Agudelo,United States,68,"ST, LM, RM"
F. Midtsjø,Norway,68,CM
R. Ince,England,68,CDM
O. Yildirim,Germany,68,"CAM, LM"
