short_name,nationality,overall,player_positions
R. Hennings,Germany,71,"ST, CF"
G. Boyd,Scotland,71,RM
S. Rieks,Denmark,71,LM
L. Grimi,Argentina,71,"LB, CB"
H. Jele,South Africa,71,RB
Nuno Pinto,Portugal,71,LB
T. Levels,Germany,71,"RB, CB"
V. Procházka,Czech Republic,71,CB
H. Hosogai,Japan,71,"CDM, RB"
Maurício Ramos,Brazil,71,"CB, RB"
D. Marcq,France,71,"CDM, CM"
K. Aït-Fana,Morocco,71,"LW, CAM"
E. Arévalo Ríos,Uruguay,71,"CDM, CM"
G. Berardi,Switzerland,71,"RB, LB"
A. Guédioura,Algeria,71,"CM, CDM"
G. Ndy Assembe,Cameroon,71,GK
M. Bolatti,Argentina,71,"CM, CDM"
J. van den Bergh,Germany,71,"LB, LM"
J. Hogg,England,71,"CDM, CM"
J. Ayité,Togo,71,"ST, RM"
E. Terranova,Italy,71,CB
D. Escudero,Argentina,71,CAM
M. Abdellaoue,Norway,71,ST
V. Nogueira,France,71,"CDM, CM"
R. Maniero,Italy,71,ST
E. Lichaj,United States,71,"RB, LB"
Fábio Pacheco,Portugal,71,CDM
L. Montes,Mexico,71,"CM, CAM, RM"
Nílton,Brazil,71,"CDM, CM, CB"
V. Koman,Hungary,71,"CM, LM, RM"
Marc Crosas,Spain,71,"CM, CDM"
R. Cota,Mexico,71,GK
A. Putsila,Belarus,71,"CAM, LM, RM"
D. Veškovac,Serbia,71,CB
F. Monzón,Argentina,71,LB
R. Espinoza,Honduras,71,"CM, CDM"
Montoro,Spain,71,"CM, CDM, CAM"
J. Guerrón,Ecuador,71,"RW, ST"
N. McGinn,Northern Ireland,71,"RM, LM"
O. Merlo,Argentina,71,CB
A. Traoré,Mali,71,RM
J. Pereira,Mexico,71,CB
Pedro Ken,Brazil,71,"CAM, CM, CDM"
A. Yoda,France,71,"RM, LB"
R. Gutiérrez,Chile,71,ST
P. Valdivia,France,71,"CDM, CM"
G. Galitsios,Greece,71,"RB, RWB"
Alan Baró,Spain,71,"CB, RB"
J. Ekstrand,Sweden,71,CB
M. Pektemek,Turkey,71,ST
K. Tshimanga,Belgium,71,LB
A. Kashi,Algeria,71,"CDM, CM"
M. Pappa,Guatemala,71,LM
F. Caputo,Italy,71,ST
Thiago Cionek,Poland,71,CB
Candeias,Portugal,71,"RM, LM"
Maikon Leite,Brazil,71,"RM, LM"
Paulo Tavares,Portugal,71,"CM, CDM"
E. Falkenburg,Netherlands,71,"CAM, ST"
M. Basha,Albania,71,"CM, CDM"
L. Del Prete,Italy,71,"RB, LB, RM"
G. Scognamiglio,Italy,71,CB
G. Zusi,United States,71,"LW, RW, LM, RM"
D. Álvarez,Colombia,71,ST
J. Burić,Bosnia Herzegovina,71,GK
A. Kulušić,Croatia,71,CB
E. Salomonsson,Sweden,71,RB
S. Brandy,Germany,71,"ST, RM"
Leandro,Brazil,71,ST
A. Haghighi,Iran,71,GK
H. Fallatah,Saudi Arabia,71,RB
Marcinho,Brazil,71,"RM, LM, ST"
P. Diawara,Senegal,71,ST
H. Bernardello,Argentina,71,"CDM, CM"
Héctor Rodas,Spain,71,CB
A. Luthe,Germany,71,GK
A. Morleo,Italy,71,"LB, LM"
L. Rodríguez,Argentina,71,ST
M. Lukač,Serbia,71,GK
M. Leovac,Croatia,71,"LB, LM"
Morcillo,Spain,71,"CB, LB, LWB"
Osmar,Spain,71,"CB, CDM, CM"
Pedro Trigueira,Portugal,71,GK
Borja Viguera,Spain,71,ST
Flavio Paixão,Portugal,71,"RM, ST"
Edgar Costa,Portugal,71,"LW, RW"
M. Ninković,Serbia,71,"CAM, CM, LM"
I. Ivanov,Bulgaria,71,CB
J. Campos,Bolivia,71,"CAM, LM, CM"
Y. Al Mosailem,Saudi Arabia,71,GK
O. González,Chile,71,CB
T. Ream,United States,71,"CB, LB"
G. Castellani,Argentina,71,"CM, CAM"
K. Bérigaud,France,71,"ST, CF"
J. Hochscheidt,Germany,71,"LM, RB, ST, CAM"
L. Marín,Chile,71,GK
A. Elek,Hungary,71,CDM
G. Ebagua,Nigeria,71,ST
J. Cuffaut,France,71,RB
A. Cohen,Israel,71,"CDM, CM"
W. Sobota,Poland,71,"RM, LM, CAM"
D. Oliynyk,Ukraine,71,LM
João Diogo,Portugal,71,"RB, RW"
F. Ogude,Nigeria,71,"CDM, CM, CAM, CB"
Yu Hai,China PR,71,"LW, CDM"
F. Bordagaray,Argentina,71,"RW, RM, ST"
Martos,Spain,71,CB
D. Chará,Colombia,71,"CDM, CM"
Nuno Henrique,Portugal,71,CB
L. Aveldaño,Argentina,71,CB
Y. Touzghar,Tunisia,71,ST
C. Tainmont,France,71,LM
G. Achilier,Ecuador,71,CB
Adriano Facchini,Brazil,71,GK
M. Pusic,Austria,71,ST
Marquinhos,Bulgaria,71,"CAM, RM"
V. Gadzhev,Bulgaria,71,"CM, CAM"
E. Šetkus,Lithuania,71,GK
A. Shynder,Ukraine,71,ST
I. Kelava,Croatia,71,GK
J. Paredes,Ecuador,71,"RB, RWB"
F. Pereyra,Argentina,71,"ST, RM"
P. Caballero,Argentina,71,ST
F. Gounongbe,Benin,71,ST
O. Othman,Saudi Arabia,71,CB
B. van Hintum,Netherlands,71,LB
I. Stefanović,Serbia,71,GK
H. Al Moqahwi,Saudi Arabia,71,"CAM, CM, CDM, LM"
C. Mammarella,Italy,71,LB
G. Lovrencsics,Hungary,71,RM
M. Jahfali,Saudi Arabia,71,CB
S. Muwashar,Saudi Arabia,71,"LM, CAM"
A. Rojas,Argentina,71,"CM, LB, LW"
K. Nagai,Japan,71,"LM, ST"
R. Rusescu,Romania,71,ST
Somália,Brazil,71,RM
C. Suárez,Chile,71,"CB, LB"
E. Cantero,Paraguay,71,ST
L. Castellanos,Colombia,71,GK
D. Bocanegra,Colombia,71,RB
J. Hernández,Colombia,71,CDM
C. Alzáte,Colombia,71,"LM, CAM"
G. Cano,Argentina,71,ST
M. Riquero,Uruguay,71,"CDM, CM"
W. Morelo,Colombia,71,ST
C. Arboleda,Colombia,71,"RB, RM"
L. Páez,Colombia,71,ST
J. Fuentes,Chile,71,"CAM, CM"
D. Currimilla,Chile,71,"RB, CB"
D. Llanos,Chile,71,ST
F. Cordero,Chile,71,LB
J. Luna,Argentina,71,CAM
M. Rolle,Argentina,71,CAM
F. Castillón,Argentina,71,RM
C. Menéndez,Argentina,71,ST
G. Milan,Argentina,71,CB
M. Mancosu,Italy,71,ST
P. Gueye,Senegal,71,CB
Y. Kashiwagi,Japan,71,"CM, CAM"
R. Bezjak,Slovenia,71,"ST, RM, LM"
E. Hernández,Uruguay,71,GK
K. Keleş,Turkey,71,LB
I. Sarr,Senegal,71,"CDM, CM"
I. Kovačec,Croatia,71,LM
A. Farías,Argentina,71,CDM
Luís Aurélio,Portugal,71,"RW, CM"
Querol,Spain,71,"RM, ST, LM"
J. Sánchez,Colombia,71,"CDM, CM"
Rafael Defendi,Brazil,71,GK
I. Malcorra,Argentina,71,"LM, CM"
Heitor Gesse,Brazil,71,LB
Alex das Freitas,Brazil,71,"CDM, CM"
Adeilson Gesser,Brazil,71,CAM
Eltildo Bessa,Brazil,71,"ST, CF, LW"
Josué da Feira,Brazil,71,ST
André Milazisco,Brazil,71,GK
Wiliam Santinho,Brazil,71,GK
Edsinho Torres,Brazil,71,LB
Tramontinaldo,Brazil,71,"RB, RM"
Tony Muttinho,Brazil,71,"RB, RWB, RM"
Alexandre Frandeira,Brazil,71,"CB, CDM"
Barbosaldinho,Brazil,71,"CB, RB"
Sandelas Júnior,Brazil,71,CDM
Luis Couprins,Brazil,71,CDM
Vieiraldo Junior,Brazil,71,"CDM, LB"
Tiago Pombeira,Brazil,71,CAM
Paulolettinho,Brazil,71,"CAM, RM, RW"
Paulao Junqueiras,Brazil,71,ST
Nascimentardo,Brazil,71,"CAM, CF"
Hugo Rubiães,Brazil,71,"CDM, RB"
S. Bertoli,Argentina,71,GK
K. Shibasaki,Japan,71,"CAM, CF"
Nathael Silbeira,Brazil,71,GK
Eduardo Fonseira,Brazil,71,GK
Vágner Corraldo,Brazil,71,LB
Jony Reitosa,Brazil,71,RB
Alam Lindeiro,Brazil,71,LB
Enzo Merques,Brazil,71,LB
Martin Cordeia,Brazil,71,"CAM, CM"
Túlio Sandoiro,Brazil,71,ST
J. Vargas,Chile,70,LW
J. Onomah,England,70,"CAM, RM"
Matheus Pereira,Brazil,70,CAM
A. Ounas,France,70,LM
V. Vada,Argentina,70,"CM, CAM"
E. Fernandes,Switzerland,70,"CAM, CM, CDM"
D. van de Beek,Netherlands,70,"CM, CAM"
J. Cardona,Colombia,70,CAM
M. Ødegaard,Norway,70,"CAM, RM, CM"
A. Touré,Mali,70,RB
A. Iwobi,Nigeria,70,"LM, RM, ST"
D. Gray,England,70,LM
Concha,Spain,70,"RW, LW, RM, CAM"
O. Boscagli,France,70,"CB, LB"
C. Adams,England,70,"ST, LM, CAM"
V. Angban,Ivory Coast,70,"CDM, CM"
Jordi Calavera,Spain,70,"RB, RWB"
D. Drazic,Serbia,70,"RW, LW"
C. Borthwick-Jackson,England,70,LB
L. Capezzi,Italy,70,CM
D. Iorfa,England,70,"RB, CB"
C. Brannagan,England,70,"CM, CAM"
D. Rodríguez,Colombia,70,"ST, RM"
O. Çağlayan,Turkey,70,"RM, LM, CAM"
S. Kingsley,Scotland,70,LB
Philipe Sampaio,Brazil,70,CB
A. Gnoukouri,Ivory Coast,70,CM
F. Salazar,Colombia,70,"RM, ST"
Raphael Guzzo,Portugal,70,"CM, CAM, CDM"
D. Calabria,Italy,70,RB
Y. Yazıcı,Turkey,70,"CM, LM"
C. Ramírez,Ecuador,70,LB
L. Krajnc,Slovenia,70,"CB, LB"
T. Watt,Scotland,70,ST
N. Ninković,Serbia,70,"CAM, LW, ST"
V. Huerta,Chile,70,CB
B. Ndoye,Senegal,70,"CB, CDM, CM"
V. García,Venezuela,70,RB
R. Osorio,Chile,70,CB
Hélder Costa,Portugal,70,"LM, RM"
E. Ünal,Turkey,70,ST
André Moreira,Portugal,70,GK
J. Dompé Diarra,France,70,"RM, LM"
A. Golovin,Russia,70,"CAM, LM"
D. Verde,Italy,70,"LW, RW"
E. Buendía,Argentina,70,"CAM, RB"
J. Roa,Colombia,70,CDM
C. Arrieta,Colombia,70,RB
G. Tigiev,Russia,70,"LB, LWB"
F. Kessié,Ivory Coast,70,"CM, RM, CDM"
A. Lozano,Honduras,70,"ST, CAM"
V. Verre,Italy,70,CM
T. Kędziora,Poland,70,RB
C. N'Jié,Cameroon,70,"ST, RW, LW"
A. Fransson,Sweden,70,"CM, CDM"
C. Bonilla,Colombia,70,GK
L. Giannetti,Argentina,70,CB
W. Benítez,Argentina,70,GK
Jason,Spain,70,"RM, CF, RW"
F. Bellocq,Argentina,70,"CDM, CM"
F. Hadergjonaj,Switzerland,70,RB
T. Castagne,Belgium,70,RB
J. Silva,Mexico,70,"CB, RB"
João Teixeira,Portugal,70,"CM, LW"
M. Christiansen,Germany,70,CDM
S. Adegbenro,Nigeria,70,"LW, RW"
Pedraza,Spain,70,"LM, LW"
Alexandre Silva,Portugal,70,"RM, LM"
H. Jurjus,Netherlands,70,GK
Roniel,Brazil,70,"RW, LW"
M. Gaćinović,Serbia,70,"LM, CAM"
A. Soto,Argentina,70,LB
A. Balic,Croatia,70,CAM
L. Garbutt,England,70,"LB, LWB"
C. Goldson,England,70,CB
L. Spinazzola,Italy,70,"LM, LB"
T. Hoban,Republic of Ireland,70,"CB, LB"
Hervías,Spain,70,"RM, LM, CAM"
M. Luongo,Australia,70,"CM, CAM"
G. Hubert,Belgium,70,GK
Álvaro Lemos,Spain,70,"RB, RM"
R. Emelyanov,Russia,70,"CDM, CM"
T. Eisfeld,Germany,70,"CAM, CM"
I. Mbaye,Senegal,70,"RB, RM"
O. N'Guette,France,70,"RM, LM"
J. Haberer,Germany,70,CAM
M. Al Bassas,Saudi Arabia,70,"RM, CAM, LM"
A. Aseri,Saudi Arabia,70,"RM, LM, CAM"
S. Slavchev,Bulgaria,70,"CDM, CM"
A. Contreras,Chile,70,CB
V. Krotov,Russia,70,"ST, RW"
Álex Moreno,Spain,70,LM
J. De Sart,Belgium,70,"CDM, CM"
C. Fuentes,Chile,70,"CDM, CM"
F. Friday,Nigeria,70,ST
R. Di Gennaro,Italy,70,GK
B. Santamaria,France,70,"CM, CDM, RM, RW"
G. Conti,Argentina,70,CB
V. Lavigne,France,70,"RM, ST"
A. Zeneli,Kosovo,70,"RW, LW"
G. Ward,England,70,"RM, CAM, RW"
S. Sparagna,France,70,"CB, CDM"
C. Embalo,Guinea Bissau,70,"LM, CAM"
O. Estupiñán,Colombia,70,ST
C. Charisis,Greece,70,"CDM, CM"
Gerard Valentín,Spain,70,"RB, RM"
M. Gajić,Serbia,70,"RB, RM"
Fran Villalba,Spain,70,"CAM, CM"
S. Babic,Bosnia Herzegovina,70,CB
B. Gibson,England,70,CB
J. Obita,England,70,"LB, LM"
N. Powell,England,70,"CAM, ST"
M. Møller Dæhli,Norway,70,"LM, CAM, RM"
E. Bergström,Sweden,70,"CB, LB"
I. Coronado,Brazil,70,"CAM, CM, CF"
José Ángel,Spain,70,"CM, CDM, LM"
P. Bauer,Germany,70,CB
T. Lam,Finland,70,"CB, CDM, RB"
P. Polomat,France,70,LB
Rubén Sobrino,Spain,70,"ST, LW, RW"
M. Sayouba,Ivory Coast,70,GK
M. Hassen,France,70,GK
Lucas João,Portugal,70,ST
F. Ceccherini,Italy,70,"CB, RB"
Ismael,Brazil,70,CM
A. Zapata,Colombia,70,CAM
D. Cavaré,France,70,RB
David Costas,Spain,70,CB
E. Unsain,Argentina,70,GK
Pablo Pérez,Spain,70,"CAM, RM, ST"
L. Diarte,Argentina,70,LB
Fábio Martins,Portugal,70,"LW, RW"
W. Montoya,Argentina,70,RM
J. Galván,Argentina,70,CB
P. Lees-Melou,France,70,"CAM, RM"
G. Sanabria,Argentina,70,CAM
M. Olivera,Uruguay,70,"LB, LM"
R. Gabrielsen,Norway,70,"CB, RB"
J. Baffo,Sweden,70,"CB, LB, RB"
D. Burn,England,70,CB
S. Stangl,Austria,70,"LB, CB"
E. Cirigliano,Argentina,70,CDM
J. Knudsen,Denmark,70,LB
T. Darikwa,England,70,RB
M. Żyro,Poland,70,"RM, LM"
L. Moore,England,70,CB
J. Tallo,Ivory Coast,70,"ST, RW"
R. Miyaichi,Japan,70,"RM, LM"
T. Kane,England,70,RB
Clerc,Spain,70,"LB, LWB"
Guillermo,Spain,70,"ST, RW"
R. Schoofs,Belgium,70,"CM, CDM"
B. Darri,Netherlands,70,LW
E. Şahin,Turkey,70,"LM, RM"
M. Sampirisi,Italy,70,"RB, CB"
J. Uronen,Finland,70,LB
A. Bosetti,France,70,ST
D. Jevtić,Switzerland,70,"CAM, CDM"
A. Asiri,Saudi Arabia,70,"CB, CDM"
Y. Musavu-King,Gabon,70,"CB, LB"
R. James,England,70,"LWB, LB"
J. Maclaren,Australia,70,ST
K. Karaman,Turkey,70,"RM, LM"
J. Meffert,Germany,70,"CDM, CM"
A. Rentería,Colombia,70,"ST, LW"
Y. Gordillo,Colombia,70,CDM
L. Pico,Colombia,70,CDM
C. Valenzuela,Chile,70,CAM
G. Graciani,Argentina,70,RM
L. Bittante,Italy,70,"RB, LB, RM"
A. Powell,Jamaica,70,RB
Jubal,Brazil,70,CB
S. Vegas,Chile,70,"CB, LB"
J. Pohjanpalo,Finland,70,"ST, RM"
L. Tipton,Colombia,70,LB
J. Rinne,Sweden,70,GK
A. Kara,Turkey,70,"CDM, CM"
E. Berggreen,Denmark,70,ST
V. Salazar,Argentina,70,RB
M. Mahi,Netherlands,70,"RW, ST, LW"
O. Colley,Gambia,70,CB
Hugo Basto,Portugal,70,CB
Josep Señé,Spain,70,"RW, LW, CAM"
L. Castro,Colombia,70,"ST, RM"
D. Chatziisaias,Greece,70,CB
W. Endo,Japan,70,"CB, CDM"
G. Shoji,Japan,70,CB
N. Bärkroth,Sweden,70,RM
K. Bartley,England,70,CB
R. Jack,Scotland,70,CDM
A. Ibrahim,Norway,70,CM
D. Dumić,Denmark,70,CB
A. Forshaw,England,70,"CM, CDM"
N. Giannetti,Italy,70,"ST, LW"
I. Paurević,Croatia,70,"CDM, CB, CM"
G. Cunningham,Republic of Ireland,70,"LB, LWB, CB"
K. Malcuit,France,70,RB
S. Benedetti,Italy,70,CB
Pablo,Brazil,70,CB
A. Schwolow,Germany,70,GK
K. Ebecilio,Netherlands,70,"CM, CDM"
Nenê Bonilha,Brazil,70,CM
M. Dupé,France,70,GK
G. Hall,England,70,CB
Ricardo Dias,Portugal,70,CDM
O. Dramé,France,70,"LW, ST"
J. Dezi,Italy,70,CM
S. Falette,France,70,CB
G. Gianniotas,Greece,70,"RW, LW"
S. Yago,Burkina Faso,70,"CB, RB"
L. Gülen,Switzerland,70,"CB, RB"
C. Matei,Romania,70,RM
S. Magnasco,Chile,70,RB
J. Jeanvier,France,70,CB
L. Woudenberg,Netherlands,70,LB
M. Fofana,Ivory Coast,70,LM
Gilberto,Brazil,70,"RB, RM"
M. Heylen,Belgium,70,CB
L. Galeano,Argentina,70,CB
S. Kerk,Germany,70,"RM, LM"
W. Trapp,United States,70,CDM
Lee Jeong Hyup,Korea Republic,70,"ST, CAM"
E. Moreno,Colombia,70,ST
A. Zaldívar,Mexico,70,ST
O. Benítez,Argentina,70,"LM, RM"
D. Župarić,Croatia,70,CB
S. Vučur,Austria,70,CB
J. Mendoza,Argentina,70,LM
A. Oyongo,Cameroon,70,"LB, RB"
A. Rebić,Croatia,70,"ST, RW, LW"
B. Zungu,South Africa,70,"CM, CAM, CDM"
P. Anton,Romania,70,"CM, CDM"
P. Gladon,Netherlands,70,ST
U. Kurt,Turkey,70,CB
A. Milić,Croatia,70,"CB, LB"
R. Lod,Finland,70,"CAM, CM"
R. Strieder,Germany,70,"CDM, CB"
Rodrigo Pinho,Brazil,70,ST
Maurício Antônio,Brazil,70,CB
D. Terans,Uruguay,70,"CAM, LM"
B. Cabezas,Ecuador,70,LW
L. Caicedo,Ecuador,70,CB
G. Değirmenci,Turkey,70,GK
K. Laribi,Tunisia,70,"CAM, CM"
U. Dávila,Mexico,70,CAM
C. Buchtmann,Germany,70,"CM, LM, RM"
L. Thy,Germany,70,ST
D. Falcinelli,Italy,70,ST
A. Richards,Wales,70,RB
G. Hupperts,Netherlands,70,"RM, LM"
A. Diallo,Senegal,70,GK
A. Seculin,Italy,70,GK
M. Hvilsom,Denmark,70,"LM, ST, RM"
A. Letellier,France,70,GK
T. van de Pavert,Netherlands,70,CB
C. Christie,Republic of Ireland,70,RB
M. Doherty,Republic of Ireland,70,"LB, RB"
H. Van Der Bruggen,Belgium,70,"CDM, CM"
S. Lletget,United States,70,"LM, RM, CM"
M. Deplagne,France,70,RB
G. Wikheim,Norway,70,"LM, RM"
Muralha,Brazil,70,"CDM, CM, CAM"
N. Foor,Netherlands,70,"CAM, RW"
Aníbal Capela,Portugal,70,CB
C. Nyman,Sweden,70,ST
Lee Jong Ho,Korea Republic,70,"ST, CAM, RW"
S. Ameobi,Nigeria,70,"LM, RM"
A. Achahbar,Netherlands,70,"ST, RW"
Cristian Herrera,Spain,70,"ST, CF"
D. Arslanagic,Belgium,70,CB
B. Mhlongo,South Africa,70,GK
Cristian Ceballos,Spain,70,"LM, RM"
A. Ring,Finland,70,"CM, CDM, CAM, RM"
J. Lopy,Senegal,70,CDM
M. Yattara,Guinea,70,ST
B. Behrendt,Germany,70,"CB, CDM"
Y. Bounou,Morocco,70,GK
I. Sylla,Guinea,70,"LM, LB"
L. Diony,France,70,ST
A. Farrell,United States,70,"RB, CB"
S. Montoya,Colombia,70,"CAM, CM"
M. Nervo,Argentina,70,CB
Gerard,Spain,70,"CM, CDM, CB"
U. Spajić,Serbia,70,CB
A. Godoy,Panama,70,CDM
C. Pinares,Chile,70,"CAM, RW"
D. Villalpando,Mexico,70,CAM
R. Hollingshead,United States,70,"RB, LB, RM, LM"
A. Marušić,Montenegro,70,"RM, RB"
A. Márquez,Chile,70,"CDM, CM"
S. Bolbat,Ukraine,70,"CAM, LM"
C. Yambéré,France,70,"CB, CDM"
F. Fernández,Paraguay,70,ST
Nazarinho Rios,Brazil,70,"CDM, CM, RB"
K. Laifis,Cyprus,70,"CB, LB, LM"
Raúl Fernández,Spain,70,GK
H. González,Mexico,70,GK
D. Wuytens,Belgium,70,CB
F. Semb Berge,Norway,70,CB
G. Sauro,Argentina,70,CB
L. Rodríguez,Mexico,70,"RB, RM"
M. D'Alessandro,Italy,70,"RM, RW"
R. Yabo,Germany,70,"CM, CDM, CAM"
M. Klich,Poland,70,"CM, CAM"
Roderick,Portugal,70,CB
G. Grozav,Romania,70,"CAM, LM"
J. Zárate,Mexico,70,"LM, CM"
Tyronne,Spain,70,"RM, LM"
B. Bereszyński,Poland,70,RB
A. Khalili,Sweden,70,"CDM, CM"
A. Vellios,Greece,70,ST
S. Dallas,Northern Ireland,70,"LM, RM"
Q. Martinus,Curacao,70,"RM, LM"
F. Hübner,Germany,70,CB
V. Viola,Argentina,70,"LM, ST, RM"
P. van Anholt,Netherlands,70,"RB, LB"
F. Novák,Czech Republic,70,LB
Y. Croizet,France,70,"CAM, LM"
L. Jans,Luxembourg,70,RB
C. Labrín,Chile,70,CB
Felipe,Brazil,70,"CM, CAM, CDM"
F. Starzyński,Poland,70,CAM
Y. Al Shehri,Saudi Arabia,70,"CAM, LM, RM"
A. Gyurcsó,Hungary,70,"LM, RM"
G. Koutroubis,Greece,70,"CB, CDM"
P. Heise,Germany,70,LB
K. Fatai,Nigeria,70,"ST, RW"
M. Uribe,Colombia,70,"CM, CDM"
B. Vidal,Chile,70,CB
J. Villota,Colombia,70,CAM
M. Urruti,Argentina,70,ST
Bruno Pires,Brazil,70,CB
R. Emond,Belgium,70,ST
Jaílson,Brazil,70,RB
Z. Yavru,Turkey,70,RB
T. Qalinge,South Africa,70,"RM, LM, RW, LW"
J. Moreira,Paraguay,70,RB
G. Sirino,Uruguay,70,RM
João Góis,Portugal,70,RB
Bernardo Motinho,Brazil,70,"RB, RM"
Diegildo Ramos,Brazil,70,"CDM, RM, RB"
Jailson Oliva,Brazil,70,RB
Luan Sendeiro,Brazil,70,CDM
M. Pedersen,Norway,70,ST
K. Erasmus,South Africa,70,"ST, CF"
Oier,Spain,70,GK
S. Lowry,Australia,70,"CB, LB"
M. Waghorn,England,70,"ST, RW"
M. Diskerud,United States,70,"CM, RM"
J. Emmanuel-Thomas,England,70,"ST, CF"
A. Smithies,England,70,GK
G. Corral,Mexico,70,RB
D. Guidileye,Mauritania,70,"CDM, CM"
S. Armenteros,Sweden,70,"ST, RW"
K. Johnsson,Sweden,70,GK
S. Strandberg,Norway,70,"CB, CDM"
S. Sow,Mali,70,"CDM, CM"
L. Chichizola,Argentina,70,GK
C. Mavinga,DR Congo,70,LB
L. Duarte,Netherlands,70,"CAM, CM"
K. Leerdam,Suriname,70,"RB, CM, LB"
M. Coronel,Argentina,70,CB
A. Weimann,Austria,70,"LW, LM"
J. Delle,France,70,GK
Iván González,Spain,70,CB
D. Batth,England,70,CB
D. Lachman,Curacao,70,CB
A. Tinnerholm,Sweden,70,RB
A. Caracciolo,Italy,70,CB
E. Sağlik,Belgium,70,"CM, CAM, CDM"
M. Nelom,Netherlands,70,LB
J. Kappelhof,Netherlands,70,"CB, RB"
S. Aydoğdu,Turkey,70,"CAM, CDM, CM"
S. Armstrong,Scotland,70,CAM
C. Râpă,Romania,70,"RB, LB"
D. Mitov Nilsson,FYR Macedonia,70,GK
P. Diamanka,Senegal,70,"CDM, CM"
T. Beugelsdijk,Netherlands,70,CB
C. Martina,Curacao,70,"RB, CB"
G. Mackay-Steven,Scotland,70,CAM
A. Weis,Germany,70,GK
Bruninho,Brazil,70,"ST, RW"
W. Bakhashwain,Saudi Arabia,70,"CDM, CM, CB"
D. Buballa,Germany,70,LB
F. Meza,Argentina,70,CB
N. Aguirre,Argentina,70,CM
R. Battaglia,Argentina,70,CM
S. Popov,Bulgaria,70,RB
Vítor Bruno,Portugal,70,"LB, LM"
R. Mphahlele,South Africa,70,"RB, CB"
G. Papa,Uruguay,70,"CDM, CM"
C. Valencia,Colombia,70,RB
S. Bolat,Turkey,70,GK
L. McGugan,England,70,"CM, CAM"
M. N'Diaye,Mali,70,CB
K. Madsen,Norway,70,CB
Rabiola,Portugal,70,ST
B. Sarmiento,Argentina,70,LM
A. Grünwald,Austria,70,"CAM, CDM, CM"
G. Bellusci,Italy,70,CB
B. Shea,United States,70,"LM, LB"
W. Moimbé,France,70,LB
S. Eriksson,Sweden,70,CM
A. Gunnarsson,Iceland,70,CM
J. Stanislas,England,70,"LM, RM"
Jaime Romero,Spain,70,"LM, RM, ST"
A. Stoian,Romania,70,"LW, ST, RW"
S. Inkoom,Ghana,70,"RB, RM"
A. Matuschyk,Poland,70,"CM, CDM"
G. Charbonnier,France,70,"CAM, CF"
A. Ajdarević,Sweden,70,CF
André Santos,Portugal,70,"CM, CDM"
L. Schmitz,Germany,70,"LB, CDM"
T. Tchani,Cameroon,70,CDM
D. Boyata,Belgium,70,CB
D. Williams,United States,70,CM
A. Kolomeytsev,Russia,70,"CAM, LM, CM"
E. Lenjani,Albania,70,LB
Jordi Masip,Spain,70,GK
H. Mier,Mexico,70,"CB, RB"
Mejías,Spain,70,GK
Manuel Torres,Spain,70,RM
L. Palun,Gabon,70,RB
Han Kyo Won,Korea Republic,70,"RM, RB"
G. Maluleka,South Africa,70,"CAM, CM"
S. Sanogo,Ivory Coast,70,"CDM, CM"
R. Baca,Mexico,70,"CDM, CM"
B. Röcker,Germany,70,CB
A. Longhi,Italy,70,"LB, LM"
L. Silva,United States,70,"CAM, CF"
A. Wooten,United States,70,"RM, ST"
Z. Filipović,Slovenia,70,"CM, CDM"
J. Palomino,Colombia,70,CDM
J. Tavares,Cape Verde,70,ST
Hwang Seok Ho,Korea Republic,70,"CB, RB, LB"
E. Perlaza,Colombia,70,RB
S. Ubilla,Chile,70,"RW, ST"
S. Nishikawa,Japan,70,GK
D. Khomchenovskyi,Ukraine,70,LM
A. Puljić,Croatia,70,CB
M. Akbaş,Turkey,70,"CB, LB"
Filipe Melo,Portugal,70,CDM
M. Riquelme,Argentina,70,"ST, LW"
J. Muñoz,Colombia,70,CB
D. Stotskiy,Russia,70,"RM, RB, CM"
Eltson Marques,Brazil,70,CB
D. Vaughan,Wales,70,"CDM, CM"
M. Donati,Italy,70,"CDM, CM"
M. Marchionni,Italy,70,"CM, CDM"
M. Gilks,Scotland,70,GK
E. Pogatetz,Austria,70,CB
P. Robinson,England,70,GK
Meyong,Cameroon,70,ST
D. Whitehead,England,70,"CDM, CM"
B. Ogbeche,Nigeria,70,ST
C. Varrault,France,70,CB
Camacho,Spain,70,"CAM, LM"
S. Hofmann,Germany,70,"CAM, RM"
R. Johnson,England,70,CB
Vilas Boas,Portugal,70,CB
G. O'Neil,England,70,"CM, CDM"
L. Camp,Northern Ireland,70,GK
K. Henry,England,70,"CDM, CM"
P. Brożek,Poland,70,ST
M. Langer,Austria,70,GK
B. Castro,Belgium,70,GK
Dani Güiza,Spain,70,ST
D. Perquis,France,70,GK
T. Broich,Germany,70,LW
T. Mears,England,70,RB
N. Valdez,Paraguay,70,"ST, CAM, RW"
M. Donadel,Italy,70,"CDM, CM"
S. Whittaker,Scotland,70,RB
S. Andersen,Denmark,70,GK
U. Bulut,Turkey,70,ST
A. Durak,Turkey,70,"CM, CDM"
J. Hansen,Denmark,70,GK
Melli,Spain,70,CB
Julio Baptista,Brazil,70,"CF, CAM, ST"
B. Lobonţ,Romania,70,GK
W. Bressan,Italy,70,GK
J. Gjasula,Albania,70,CM
F. Dick,Germany,70,RB
