short_name,nationality,overall,player_positions
G. Martínez,Argentina,75,"CAM, LM, RM, RW"
A. Umar,Nigeria,75,"RM, LM"
G. Dzhikiya,Russia,75,CB
G. Shibasaki,Japan,75,"CDM, CAM, RM, ST"
O. Kharbin,Syria,75,ST
L. Dunk,England,75,CB
J. Hendrick,Republic of Ireland,75,"CM, CAM"
L. Moore,England,75,CB
A. Wakaso,Ghana,75,"CDM, CM"
R. Freuler,Switzerland,75,CM
Welthon,Brazil,75,ST
O. Yokuşlu,Turkey,75,"CDM, CM"
Insua,Spain,75,CB
I. Ezekiel,Nigeria,75,ST
M. Agu,Nigeria,75,CDM
Frederico Venâncio,Portugal,75,CB
F. Mora,Chile,75,ST
G. Celis,Colombia,75,CDM
S. Pérez,Colombia,75,"CM, CDM"
L. Zelarayán,Argentina,75,"CAM, CDM"
J. Silva,Argentina,75,LB
D. Türüç,Turkey,75,"RM, LM, CM, CAM"
Burgui,Spain,75,"LM, CAM, RM"
A. Mitrović,Serbia,75,ST
Y. Kubo,Japan,75,"CF, CAM, ST"
B. Santamaria,France,75,"CDM, CM"
B. Zungu,South Africa,75,"CM, CDM, CAM"
R. Bensebaini,Algeria,75,"CB, LB"
F. Kamano,Guinea,75,"LW, ST, RW"
Pedrinho,Portugal,75,"CM, CAM"
I. Belfodil,Algeria,75,"ST, LM, CF"
C. Wilson,England,75,ST
João Pedro,Brazil,75,"CAM, CM"
M. Sels,Belgium,75,GK
K. Stafylidis,Greece,75,LB
K. Djidji,Ivory Coast,75,"CB, LB"
O. Selnæs,Norway,75,"CDM, CM"
V. Qazaishvili,Georgia,75,"CAM, LM, RM"
M. Livaja,Croatia,75,ST
F. Schär,Switzerland,75,CB
A. Hassan,Egypt,75,ST
R. Haps,Netherlands,75,LB
M. Halstenberg,Germany,75,LB
C. Mathenia,Germany,75,GK
A. Jahanbakhsh,Iran,75,"RW, LW"
D. Sinkgraven,Netherlands,75,"LB, CM"
Jaume,Spain,75,GK
M. Oršić,Croatia,75,"LM, LW"
R. Bauer,Germany,75,"LB, RB, CB"
R. Malinovskyi,Ukraine,75,"CM, CAM"
M. Jørgensen,Denmark,75,CB
C. Grenier,France,75,"CM, CAM"
Kiko Femenía,Spain,75,"RB, RM"
S. Zuber,Switzerland,75,"LWB, LM"
O. Elabdellaoui,Norway,75,RB
D. Jensen,Denmark,75,GK
C. Wood,New Zealand,75,ST
E. Badu,Ghana,75,"CM, CDM"
J. Ananidze,Georgia,75,"CAM, LM"
Ximo Navarro,Spain,75,"CB, RB, LB"
Z. Labyad,Morocco,75,"CAM, RW, LW"
N. Isimat-Mirin,France,75,CB
Luna,Spain,75,LB
R. Inglese,Italy,75,ST
Renato Neto,Brazil,75,CM
L. González Pirez,Argentina,75,CB
L. Caldirola,Italy,75,"CB, LB"
H. Vanaken,Belgium,75,CAM
D. Poloz,Russia,75,"ST, LM, CAM"
W. Boly,France,75,CB
A. Schwolow,Germany,75,GK
R. Knoche,Germany,75,CB
Salvador Agra,Portugal,75,"RW, LW"
T. Leistner,Germany,75,CB
C. Atsu,Ghana,75,"RM, LM, CM"
D. Gayle,England,75,"ST, LM"
J. Ferri,France,75,CM
S. Kryvtsov,Ukraine,75,CB
S. Falette,France,75,CB
P. Mantalos,Greece,75,"CAM, CM, LM, RM"
M. de Roon,Netherlands,75,"CM, CDM"
E. Roco,Chile,75,CB
F. Monetti,Argentina,75,GK
G. Gómez,Paraguay,75,CB
N. Vukčević,Montenegro,75,"CDM, CM"
O. Şahiner,Turkey,75,"RM, RB"
A. Chávez,Argentina,75,"ST, LW"
A. Ibargüen,Colombia,75,"LW, LM"
Sabin Merino,Spain,75,"LW, ST, RW"
A. McCarthy,England,75,GK
P. Tachtsidis,Greece,75,"CDM, CM"
K. Johnsson,Sweden,75,GK
C. Kabasele,Belgium,75,CB
R. Mason,England,75,"CM, CDM, CAM"
D. Ginczek,Germany,75,ST
A. Pulido,Mexico,75,"ST, CF"
Fransérgio,Brazil,75,"CM, CDM"
Arribas,Spain,75,CB
S. Taïder,Algeria,75,"CM, CDM"
G. Bussmann,France,75,LB
S. Armstrong,Scotland,75,"CAM, CDM"
F. Castillo,Colombia,75,"LM, RM"
B. Butko,Ukraine,75,RB
L. Rizzo,Italy,75,"RM, CM"
T. Hlatshwayo,South Africa,75,"CB, RB"
J. Lössl,Denmark,75,GK
Joselu,Spain,75,ST
O. Kamara,Norway,75,ST
B. Sarmiento,Argentina,75,"CAM, LM"
S. Rajković,Serbia,75,CB
J. Chester,Wales,75,CB
P. van Aanholt,Netherlands,75,LB
J. Ward,England,75,"RB, LB"
J. Hernández,Mexico,75,CDM
L. Balogun,Nigeria,75,"CB, RB"
J. Livermore,England,75,"CM, CDM, CB"
J. Kodjia,Ivory Coast,75,ST
M. Díaz,Argentina,75,CAM
Rubén Pérez,Spain,75,"CDM, CM"
Sandro,Brazil,75,"CDM, CM"
G. Schennikov,Russia,75,"LWB, LM"
S. Jung,Germany,75,RB
Kike García,Spain,75,ST
C. Clemens,Germany,75,"RM, LM"
D. Sakho,Senegal,75,ST
C. Dawson,England,75,"RB, CB"
S. Gürler,Turkey,75,"RM, LM"
G. Donati,Italy,75,RB
R. Mak,Slovakia,75,"RM, LM"
K. Malcuit,France,75,"RB, RM"
H. Tekin,Turkey,75,GK
Josué,Portugal,75,"RM, CAM"
Naldo,Brazil,75,CB
L. Griffiths,Scotland,75,ST
Jota Peleteiro,Spain,75,"RW, RM, CAM, LM"
S. García,Uruguay,75,ST
Toño García,Spain,75,"LB, LWB"
E. Vargas,Chile,75,"ST, CF"
Isaac Becerra,Spain,75,GK
Garry Rodrigues,Cape Verde,75,"LM, LW, RM"
M. Dos Santos,Argentina,75,CB
A. Maxim,Romania,75,"CAM, LM"
C. Vargas,Colombia,75,GK
D. Lazović,Serbia,75,"RW, LW"
W. Tesillo,Colombia,75,CB
I. Fernández,Argentina,75,"CM, CDM"
F. Carrizo,Argentina,75,"LM, CAM, LW, RW"
G. Haraguchi,Japan,75,"RM, LM"
Edgar Méndez,Spain,75,"RM, LM, LW"
Tana,Spain,75,"RM, CM, CAM, LM"
S. Özbayraklı,Turkey,75,RB
André Simões,Portugal,75,"CM, CDM"
Felipe,Brazil,75,CB
P. Cannavaro,Italy,75,CB
M. Stekelenburg,Netherlands,75,GK
A. Bizzarri,Argentina,75,GK
E. Moretti,Italy,75,CB
E. Didot,France,75,"CM, CDM"
M. Bodmer,France,75,"CDM, CB, CAM"
M. Maccarone,Italy,75,ST
C. Brunt,Northern Ireland,75,"RM, LB"
T. Huddlestone,England,75,"CM, CDM"
W. Routledge,England,75,"RM, RW, LM"
A. Aquilani,Italy,75,"CM, CDM"
Y. Pelé,France,75,GK
H. Altıntop,Turkey,75,"CDM, CAM"
H. Kaldırım,Turkey,75,LB
E. Hallfreðsson,Iceland,75,"CM, CDM"
S. Schaars,Netherlands,75,"CDM, CM"
F. Brienza,Italy,75,"RW, CAM, LW, CM"
G. Johnson,England,75,RB
J. Walters,Republic of Ireland,75,"ST, RM"
L. Rigoni,Italy,75,"CM, CDM"
Rafael,Brazil,75,GK
M. Barbosa,Argentina,75,GK
Iván Cuéllar,Spain,75,GK
C. Maggio,Italy,75,RB
R. Mavuba,France,75,"CDM, CM"
R. Özcan,Austria,75,GK
A. Young,England,75,"RB, LM, LB"
A. McGeady,Republic of Ireland,75,"LM, RM"
R. Snodgrass,Scotland,75,"RM, LM"
R. Babel,Netherlands,75,"LM, ST"
S. Marveaux,France,75,"CAM, ST"
S. Salihović,Bosnia Herzegovina,75,"CM, CDM, LM"
L. Ciman,Belgium,75,CB
N. Asare,Ghana,75,"CB, LM, LB"
J. Beausejour,Chile,75,"LB, LW"
P. Schwegler,Switzerland,75,"CDM, CM"
L. Pisculichi,Argentina,75,"CAM, ST, RM"
M. Silvestre,Italy,75,CB
Trashorras,Spain,75,"CDM, CM, CAM"
F. Vidangosa,Chile,75,GK
C. Cordeso,Chile,75,"LB, LM"
E. Dinsol,Chile,75,"RB, RM"
M. Alcoraz,Chile,75,CB
H. Acevedo,Chile,75,"CB, LB"
A. Baredia,Chile,75,"CB, RB"
E. Bolindos,Chile,75,CDM
J. Lopendañez,Chile,75,"CDM, CM, CAM"
J. Badamontes,Chile,75,"LM, RM"
S. Cardenia,Chile,75,"RM, LM, CAM"
J. Epazo,Chile,75,GK
R. Jardelino,Chile,75,"LB, LM, CAM"
I. Herreras,Chile,75,LB
O. Budeaga,Chile,75,"RB, RM"
H. Lemonez,Chile,75,"CB, CDM, LB"
H. Riffosas,Chile,75,"CB, CDM"
C. Abridego,Chile,75,"CDM, CM"
K. Cordesia,Chile,75,"LM, CAM"
E. Merraño,Chile,75,"CAM, CM, LM"
J. Landiso,Chile,75,"CAM, CF, ST"
Y. Donosos,Chile,75,CAM
A. Cambrillo,Chile,75,ST
L. Lereas,Chile,75,ST
V. Guerra,Chile,75,"CB, CDM"
T. Kalachev,Belarus,75,"RWB, RM, CF"
F. Amorebieta,Venezuela,75,"CB, LB"
O. Ivanov,Russia,75,"CAM, CM"
M. Angeleri,Argentina,75,"CB, RB"
Rolando,Portugal,75,CB
Y. Kaboul,France,75,CB
S. Sessègnon,Benin,75,"CM, CAM"
Eduardo,Portugal,75,GK
B. Wright-Phillips,England,75,ST
L. Refaelov,Israel,75,RW
S. Ward,Republic of Ireland,75,LB
Cássio,Brazil,75,GK
R. Shishkin,Russia,75,"RB, CDM, CB"
R. Elm,Sweden,75,CM
J. Carrizo,Argentina,75,GK
Zeca,Greece,75,"CDM, RB, RM"
D. Milićević,Bosnia Herzegovina,75,"CAM, CF, CM"
Omar Ramos,Spain,75,"RM, LM"
S. Floccari,Italy,75,ST
D. Simpson,England,75,RB
C. Daniels,England,75,LB
C. Rodríguez,Uruguay,75,"CAM, LM"
A. Eschenko,Russia,75,"RB, RWB"
N. Spolli,Argentina,75,CB
H. Ayala,Mexico,75,CB
J. McArthur,Scotland,75,"CM, CDM, CAM"
De la Bella,Spain,75,LB
Manu García,Spain,75,"CDM, CM"
Mikel Gonzalez,Spain,75,CB
A. Surman,England,75,"CM, CDM"
K. Westwood,Republic of Ireland,75,GK
Siqueira,Brazil,75,LB
B. Feilhaber,United States,75,CM
N. Dyer,England,75,"RM, RW"
Adrián,Spain,75,"ST, RM"
G. Castro,Uruguay,75,LM
Fran Rico,Spain,75,"CDM, CM, CAM"
N. Bungert,Germany,75,CB
S. Kljestan,United States,75,"CAM, CM"
D. Chygrynskyi,Ukraine,75,CB
C. Marrugo,Colombia,75,CAM
S. Missiroli,Italy,75,CM
A. Beck,Germany,75,"RB, LB"
O. Toivonen,Sweden,75,"CAM, ST"
A. Aguilar,Colombia,75,CDM
A. Cerci,Italy,75,RW
E. Pieters,Netherlands,75,"LB, LWB"
Varela,Cape Verde,75,CB
M. Sall,Senegal,75,CB
Miguel Torres,Spain,75,"LB, CB, RB"
M. Marin,Germany,75,"CAM, LM, RM"
V. Mannone,Italy,75,GK
Nuno Pinto,Portugal,75,LB
E. Derdiyok,Switzerland,75,ST
D. Damjanović,Montenegro,75,ST
M. Martins,Bolivia,75,ST
Y. Benalouane,Tunisia,75,"CB, RB"
G. Sio,Ivory Coast,75,ST
N. El Zhar,Morocco,75,"RM, CAM, LM"
Gottardi,Brazil,75,GK
B. Koné,Burkina Faso,75,CB
J. Biabiany,France,75,"RW, LW, RM"
Sergio Tejera,Spain,75,"CM, CAM"
R. van Wolfswinkel,Netherlands,75,ST
M. Olsson,Sweden,75,LB
A. Szalai,Hungary,75,ST
G. Bia,Belgium,75,"CAM, LM, RM"
A. Poli,Italy,75,CM
Diego Ângelo,Brazil,75,CB
T. Gebre Selassie,Czech Republic,75,"RB, RM"
M. Ritchie,Scotland,75,RM
F. Di Santo,Argentina,75,ST
F. Đorđević,Serbia,75,ST
K. Naughton,England,75,RB
M. Pérez García,Argentina,75,"CAM, RM"
C. Träsch,Germany,75,"RB, CDM"
J. Dueñas,Mexico,75,"CDM, RB, CM"
Douglas,Brazil,75,GK
S. Dzhanaev,Russia,75,GK
M. Suárez,Argentina,75,"CAM, ST"
Jefferson,Brazil,75,LB
M. Wakaso,Ghana,75,"LM, CM, RM"
C. Villanueva,Chile,75,"CAM, CM"
A. Hernández,Uruguay,75,ST
M. Britos,Uruguay,75,CB
V. Şen,Turkey,75,"LM, RM"
Caiuby,Brazil,75,"LM, LW, ST"
J. Durmaz,Sweden,75,"CAM, LM, RM"
João Aurélio,Portugal,75,"RB, CDM"
C. Toselli,Chile,75,GK
Dani Hernández,Venezuela,75,GK
Lombán,Spain,75,"CB, RB"
Alcalá,Spain,75,CB
Fernandão,Brazil,75,ST
Dani Castellano,Spain,75,LB
S. Blanco,Argentina,75,"LM, RM, CAM"
I. Brizuela,Mexico,75,"RM, LW"
D. Maroh,Slovenia,75,CB
P. Nakoulma,Burkina Faso,75,"LM, ST, RM"
E. Zukanović,Bosnia Herzegovina,75,"CB, LB"
O. Hawsawi,Saudi Arabia,75,CB
M. Yoshida,Japan,75,CB
Botía,Spain,75,CB
José Cañas,Spain,75,"CDM, CM"
L. Narsingh,Netherlands,75,"RW, LW"
A. Ioniţă,Moldova,75,"CM, CAM, CDM"
E. Schelotto,Italy,75,"RB, RM"
M. Zeegelaar,Netherlands,75,"LB, LM"
P. Bargfrede,Germany,75,CDM
Leonardo,Brazil,75,LM
S. Ilsanker,Austria,75,"CDM, CB"
G. Jara,Chile,75,CB
M. Ninković,Serbia,75,"CAM, LM"
P. Wollscheid,Germany,75,CB
D. D'Ambrosio,Italy,75,RB
A. Cohen,Israel,75,"CDM, CM"
E. Emenike,Nigeria,75,"ST, RM"
M. Esser,Germany,75,GK
L. Cadamuro,Algeria,75,"LB, CB"
E. Gigliotti,Argentina,75,ST
I. Strinić,Croatia,75,LB
Samu García,Spain,75,"RM, ST"
D. Nagbe,United States,75,"LM, RM, CM"
C. Kerbrat,France,75,CB
R. Álvarez,Argentina,75,"CAM, CF"
I. Piris,Paraguay,75,"RB, LB, CB"
F. Fajr,Morocco,75,"LM, CAM, RM, CM"
S. Sosa,Uruguay,75,GK
M. Hedges,United States,75,CB
O. Niasse,Senegal,75,ST
G. González,Costa Rica,75,CB
H. Sakai,Japan,75,RB
M. Mantovani,Argentina,75,CB
D. Siovas,Greece,75,"CB, CDM"
M. Britos,Uruguay,75,"ST, CAM, CF"
Bruno Moreira,Portugal,75,ST
M. Schnatterer,Germany,75,"LM, LW"
J. Gondorf,Germany,75,"CM, CDM"
L. Vangioni,Argentina,75,LB
F. Pardo,Colombia,75,"RM, LM"
P. Goltz,Argentina,75,CB
G. Lezcano,Argentina,75,"RW, LW"
Y. Gazinskiy,Russia,75,"CDM, CM"
A. Nouri,Netherlands,75,"CAM, LW"
Simão Donatinho,Brazil,75,GK
Silas Almeim,Brazil,75,"LB, LM"
Alexo Baia,Brazil,75,"RB, RM"
Juli Freitinho,Brazil,75,CB
Caio Nunson,Brazil,75,"CB, LB"
Otávio Cairinho,Brazil,75,"CB, RB"
Melvin Parrela,Brazil,75,CDM
Jorginhson,Brazil,75,"CDM, CM, CAM"
Dani Rochelinhas,Brazil,75,"CAM, CM"
Kaíquão Castro,Brazil,75,GK
Andeson Trigo,Brazil,75,"LB, LM, CAM"
Lafortiscinho,Brazil,75,LB
Victildinho,Brazil,75,"RB, RM"
Kaimo Lima,Brazil,75,"CB, CDM, LB"
Davi Parrela,Brazil,75,"CB, CDM"
Fabrio Farinha,Brazil,75,"CAM, LM"
Gabrisco Aníbal,Brazil,75,"CDM, CM"
Simão Acunha,Brazil,75,"CAM, CF"
Allan Bardinho,Brazil,75,"CAM, CM, LM"
Ailton Guevara,Brazil,75,"CAM, CF, ST"
Adilson Edrada,Brazil,75,CAM
Luimo Boas Santos,Brazil,75,ST
Nicholas Aldair,Brazil,75,ST
Rafael Cachoira,Brazil,75,"CB, CDM"
D. Liénard,France,75,"CM, CAM, LM"
A. Meret,Italy,74,GK
A. Ndiaye Diedhiou,Senegal,74,"ST, LM, CAM"
C. Jean,France,74,"RM, LM, ST"
M. Locatelli,Italy,74,CDM
M. Ødegaard,Norway,74,"RW, CAM"
G. Lo Celso,Argentina,74,"CAM, CM"
T. Fosu-Mensah,Netherlands,74,"RB, CB, CDM"
A. Iwobi,Nigeria,74,LM
K. Tierney,Scotland,74,"LB, CB"
Matheus Pereira,Brazil,74,"LW, RW"
A. Nagy,Hungary,74,CDM
R. Sobhi,Egypt,74,"LM, RM"
Marc Roca,Spain,74,"CDM, CM"
Bruno Xadas,Portugal,74,"RM, CM"
T. Strakosha,Albania,74,GK
N. Elvedi,Switzerland,74,"CB, RB"
P. Roberts,England,74,RM
A. Cubas,Argentina,74,"CDM, CM"
E. Ünal,Turkey,74,ST
Merino,Spain,74,"CDM, CB, CM"
S. Bergwijn,Netherlands,74,"RW, LW"
C. Söyüncü,Turkey,74,CB
Odriozola,Spain,74,"RB, RM"
P. Sisto,Denmark,74,"LW, RW"
T. Baumgartl,Germany,74,CB
M. Lopez,France,74,CM
S. Amrabat,Morocco,74,CM
Lato,Spain,74,"LB, LWB, LM"
C. Ünder,Turkey,74,"RM, LM"
David Neres,Brazil,74,RW
Paulinho,Brazil,74,"CAM, CM, LW"
F. Al Muwallad,Saudi Arabia,74,"RM, LM, ST, CAM"
L. Baker,England,74,"CM, CAM"
R. De Paul,Argentina,74,"RW, CAM, LM"
R. Walter,France,74,"CM, CDM"
Fábio Cardoso,Portugal,74,CB
W. Barrios,Colombia,74,"CDM, CM"
J. Riedewald,Netherlands,74,"CB, CDM, LB"
Walace,Brazil,74,"CDM, CM"
Gonçalo Guedes,Portugal,74,"ST, RM, LM"
Jorge,Brazil,74,LB
C. Montes,Mexico,74,CB
M. Diakhaby,France,74,CB
Y. Yazıcı,Turkey,74,"CAM, CM, LM"
F. Ricca,Uruguay,74,LB
Filipe Augusto,Brazil,74,"CM, CDM"
R. Quaison,Sweden,74,"LM, CF"
M. Kempf,Germany,74,CB
A. Miranchuk,Russia,74,"CAM, ST"
M. Benítez,Argentina,74,"CAM, LM, RM"
Ayoze Pérez,Spain,74,"CAM, ST, LM"
S. Uçan,Turkey,74,"CM, CAM"
M. Simon,Nigeria,74,"CF, ST, LM"
D. Ndong,Gabon,74,CM
J. Denayer,Belgium,74,"CB, CDM"
Léo Bonatini,Brazil,74,ST
E. Crivelli,France,74,ST
Danilo,Brazil,74,"CM, CDM"
D. Luckassen,Netherlands,74,"CB, CDM, RB"
E. Velázquez,Uruguay,74,CB
M. Škriniar,Slovakia,74,CB
Ramalho,Spain,74,"CB, RB"
Gabriel,Brazil,74,GK
David Juncà,Spain,74,LB
Víctor Álvarez,Spain,74,"LB, LM"
Moi Gómez,Spain,74,"LM, RM, CM, CAM"
D. Machís,Venezuela,74,"LM, RM, ST"
L. Schaub,Austria,74,"RM, LM, CAM"
M. Konaté,Senegal,74,ST
Pere Pons,Spain,74,CM
N. Stanciu,Romania,74,CAM
A. Djiku,France,74,"RB, CB"
Medrán,Spain,74,"CM, CDM, CAM"
C. Salcedo,Mexico,74,CB
A. Selikhov,Russia,74,GK
Rúben Vezo,Portugal,74,"CB, RB"
A. El Ghazi,Netherlands,74,RW
L. Lerager,Denmark,74,"CM, CDM"
J. Amavi,France,74,LB
M. Hawsawi,Saudi Arabia,74,CB
E. Skhiri,Tunisia,74,CDM
I. Kahveci,Turkey,74,"CAM, LM"
O. Colley,Gambia,74,CB
F. Grillitsch,Austria,74,"CM, CDM, LM, RM"
J. Šimunović,Bosnia Herzegovina,74,CB
Yoon Bo Sang,Korea Republic,74,GK
Pol Lirola,Spain,74,RB
V. Berisha,Kosovo,74,"CAM, LM, CM"
S. Duffy,Republic of Ireland,74,CB
Sérgio Oliveira,Portugal,74,"CM, CDM"
J. Drmić,Switzerland,74,"ST, RM, LM"
J. Svensson,Norway,74,RB
B. Dabo,France,74,"CM, CDM, RB"
M. Çağıran,Turkey,74,"CDM, CM"
A. Soumaoro,France,74,CB
N. Schulz,Germany,74,"LB, LM"
T. Kalas,Czech Republic,74,"CB, RB"
B. Afobe,DR Congo,74,ST
O. Tannane,Morocco,74,"RM, LM, CAM"
J. Ikoko,DR Congo,74,"RB, LB"
A. Rusnák,Slovakia,74,CAM
R. Centurión,Argentina,74,"LW, CAM"
A. Scholz,Denmark,74,CB
Ivan Cavaleiro,Portugal,74,"LM, CAM, ST"
Tozé,Portugal,74,"CAM, CM, RM, LM"
Thiago Mendes,Brazil,74,"CDM, CM, RB"
H. Villalba,Argentina,74,"RM, ST"
J. van Aken,Netherlands,74,CB
Fábio Sturgeon,Portugal,74,"LM, RM, ST"
Chema Rodríguez,Spain,74,CB
Lee Jae Sung,Korea Republic,74,CM
T. Touré,Ivory Coast,74,"LM, LW, ST"
W. Hahn,Netherlands,74,GK
A. Çalık,Turkey,74,CB
G. Ferrari,Italy,74,CB
A. Masina,Italy,74,LB
E. Akbaba,Turkey,74,"CAM, CDM, CM"
C. Ninga,Chad,74,"ST, LM"
M. Villanueva,Venezuela,74,CB
J. Pavlenka,Czech Republic,74,GK
E. Cardona,Colombia,74,"CAM, LM, LW"
Juanpe,Spain,74,CB
H. Seferović,Switzerland,74,ST
F. Kainz,Austria,74,"LM, LW, CAM, CF"
Joel Robles,Spain,74,GK
S. Araujo,Argentina,74,ST
A. Waris,Ghana,74,"ST, LM, LW"
A. Najar,Honduras,74,"RB, RM"
A. Maher,Netherlands,74,"CAM, CM"
R. Morrison,England,74,"CAM, CM"
Ryder,Brazil,74,"ST, CF"
Rodrigo Ely,Brazil,74,CB
Thievy,Congo,74,ST
N. Karelis,Greece,74,ST
P. Max,Germany,74,"LB, LM"
S. van Beek,Netherlands,74,CB
Kim Jin Su,Korea Republic,74,LB
S. Decarli,Switzerland,74,CB
M. Nervo,Argentina,74,"CB, RB"
D. Valdés,Chile,74,"CAM, CM"
M. Oikonomou,Greece,74,CB
F. Mubele,DR Congo,74,"ST, RM, LM"
G. Maripán,Chile,74,CB
D. Kuzyaev,Russia,74,"CDM, CAM"
M. Mahi,Morocco,74,"ST, LM, RM"
S. Johansen,Norway,74,"CM, CDM"
S. Aziz,Turkey,74,CB
Nélson Oliveira,Portugal,74,ST
N. Rigoni,Italy,74,"CM, CDM"
L. Sepe,Italy,74,GK
T. Usami,Japan,74,"LM, ST"
N. Araujo,Mexico,74,CB
Rafael,Brazil,74,GK
F. Đuričić,Serbia,74,"CAM, LW"
M. Kanunnikov,Russia,74,"ST, RM"
B. Hamid,United States,74,GK
P. Lasogga,Germany,74,ST
T. Sainsbury,Australia,74,CB
Diego Mariño,Spain,74,GK
Carles Planas,Spain,74,LB
T. Ince,England,74,"RW, LW, CAM"
T. Ciğerci,Turkey,74,"CDM, CM"
M. Leitner,Germany,74,"CM, CAM, RM"
L. Carole,France,74,LB
A. Acquah,Ghana,74,CM
R. Falk Jensen,Denmark,74,"LM, RM"
O. Onazi,Nigeria,74,"CDM, CM"
N. Kebano,DR Congo,74,"LW, CAM"
Diogo Figueiras,Portugal,74,RB
M. Wagué,Mali,74,CB
O. Dramé,France,74,LW
S. Ristovski,FYR Macedonia,74,"RB, RM"
T. Rogić,Australia,74,CAM
A. Plata,Colombia,74,ST
M. Mevlja,Slovenia,74,"CB, CDM"
E. Cerutti,Argentina,74,"RM, ST"
I. Novoseltsev,Russia,74,"CB, LB"
M. Dmitrović,Serbia,74,GK
G. Cimirot,Bosnia Herzegovina,74,"CM, CDM"
Maurício António,Brazil,74,CB
M. Demir,Turkey,74,"ST, CAM"
J. Rodwell,England,74,CM
Raúl Fernández,Spain,74,GK
P. Mpoku,DR Congo,74,"CAM, LM, ST"
M. Rojas,New Zealand,74,RW
M. Peybernès,France,74,CB
Suk Hyun Jun,Korea Republic,74,ST
I. Tsallagov,Russia,74,"RB, CDM"
Hong Chul,Korea Republic,74,"LB, LM"
B. Dja Djédjé,Ivory Coast,74,RB
R. van Rhijn,Netherlands,74,RB
B. Dejaegere,Belgium,74,"CM, CF, LM, RM"
Mauro,Brazil,74,CDM
A. Ba,Senegal,74,CB
G. Sakai,Japan,74,"RB, CDM"
R. Olsen,Sweden,74,GK
M. Dijks,Netherlands,74,LB
L. Zuffi,Switzerland,74,"CDM, CM"
A. Niane,Mali,74,ST
André Geraldes,Portugal,74,RB
P. Gallese,Peru,74,GK
F. Andrijašević,Croatia,74,CAM
E. Albayrak,Turkey,74,"LB, LM"
A. Sinitsyn,Russia,74,GK
J. Johansson,Sweden,74,"CDM, CM"
M. Langerak,Australia,74,GK
L. Mchedlidze,Georgia,74,ST
A. Clayton,England,74,"CDM, CM"
V. Vasin,Russia,74,CB
Dani Pacheco,Spain,74,LM
E. Room,Curacao,74,GK
D. Diekmeier,Germany,74,RB
Diego Farías,Brazil,74,"CF, CAM, RW, LW"
D. Čop,Croatia,74,ST
S. Armenteros,Sweden,74,ST
A. Prijović,Serbia,74,"ST, CF"
M. Samassa,Mali,74,GK
I. Opara,United States,74,CB
Kléber,Brazil,74,ST
N. Hult,Sweden,74,LB
D. Falcinelli,Italy,74,ST
L. Sobiech,Germany,74,CB
F. Moubandje,Switzerland,74,LB
Guerrero,Spain,74,ST
L. Traoré,Ivory Coast,74,ST
K. Mokotjo,South Africa,74,"CM, CDM"
I. Nestorovski,FYR Macedonia,74,"ST, LW"
Deivid,Spain,74,CB
K. Lamprou,Greece,74,GK
A. Christiansen,Denmark,74,CM
J. Forrest,Scotland,74,RM
André Martins,Portugal,74,"CM, CAM"
Juankar,Spain,74,"LB, LM, LWB"
Álex Martínez,Spain,74,LB
T. Serero,South Africa,74,"CM, CDM"
A. Erokhin,Russia,74,"CM, CAM, ST"
D. Lezcano,Paraguay,74,ST
David Simón,Spain,74,RB
A. Katai,Serbia,74,"RM, LM"
L. Abecasis,Argentina,74,RB
Albentosa,Spain,74,CB
K. Panchenko,Russia,74,"CF, ST"
Gerso,Guinea Bissau,74,"RW, LW"
J. Adéoti,Benin,74,"CB, CDM"
Renato Santos,Portugal,74,"LM, RM"
Y. Al Shahrani,Saudi Arabia,74,"LB, RB"
D. Accam,Ghana,74,"LW, LM"
A. Semenov,Russia,74,CB
L. Quiñones,Colombia,74,"LM, CAM"
Postigo,Spain,74,CB
G. Carrillo,Argentina,74,ST
K. Molino,Trinidad & Tobago,74,"CAM, RM"
Eraso,Spain,74,"CAM, CDM"
B. Nivet,France,74,"CAM, CM"
C. Samba,Congo,74,CB
A. McGregor,Scotland,74,GK
L. Butelle,France,74,GK
P. Crouch,England,74,ST
Fernando Navarro,Spain,74,LB
C. Gordon,Scotland,74,GK
N. de Jong,Netherlands,74,"CDM, CM"
C. Bovo,Italy,74,CB
B. Castro,Belgium,74,GK
R. Cohade,France,74,"CAM, CM"
R. Fanni,France,74,"CB, RB"
L. Pionnier,France,74,GK
M. Dawson,England,74,CB
M. Rensing,Germany,74,GK
A. Koné,Ivory Coast,74,"ST, RM, LM"
E. Gülüm,Turkey,74,CB
Z. Gera,Hungary,74,"CM, CAM"
D. Croce,Italy,74,CM
G. Pandev,FYR Macedonia,74,"ST, CAM"
D. Maietta,Italy,74,CB
Y. Jouffre,France,74,"RM, CAM"
M. Janko,Austria,74,ST
M. López,Argentina,74,ST
J. Morel,France,74,"LB, CB"
D. Marshall,Scotland,74,GK
Aitor Sanz,Spain,74,"CDM, CM, CAM"
L. Romagnoli,Argentina,74,"CAM, LM, RM"
M. Velázquez,Argentina,74,"LB, CB"
G. Karadeniz,Turkey,74,"LM, RM, CAM, ST"
L. Pocrnjic,Argentina,74,GK
S. Kırıntılı,Turkey,74,GK
Mikel Rico,Spain,74,CM
V. Gabulov,Russia,74,GK
A. Rebrov,Russia,74,GK
J. Drobný,Czech Republic,74,GK
R. Salin,France,74,GK
