short_name,nationality,overall,player_positions
Y. Yotún,Peru,73,"CM, LM, LB"
I. Piris,Paraguay,73,"RB, CB"
Diego Oliveira,Brazil,73,ST
David Ferreiro,Spain,73,"LM, RM"
F. Novák,Czech Republic,73,"LB, CB"
J. Kopic,Czech Republic,73,"LM, RM"
Rúben Ferreira,Portugal,73,LB
L. Abecasis,Argentina,73,"RB, RWB"
E. Johansson,Sweden,73,CB
M. Bolaños,Ecuador,73,"CAM, RW, ST"
Cristiano,Brazil,73,"ST, LM"
T. Matlaba,South Africa,73,"LB, RB, LM, CM"
O. Boumal,Cameroon,73,"RM, LM"
Óscar Plano,Spain,73,"LM, RM, CAM, ST"
Gerso,Guinea Bissau,73,"RW, LW"
R. Thelander,Denmark,73,CB
M. Britos,Uruguay,73,"ST, RW, CAM"
E. Mena,Chile,73,LB
Hélder Lopes,Portugal,73,LB
H. Kiyotake,Japan,73,"RM, CAM"
F. Chafik,Morocco,73,"RB, RWB"
Víctor Rodríguez,Spain,73,"LM, RM, CAM, CM"
A. Maxim,Romania,73,"CAM, CM, LM"
J. Gómez,Argentina,73,"CAM, LM"
R. Czichos,Germany,73,"CB, LB"
A. Hahn,Germany,73,"RM, ST"
M. Kanazaki,Japan,73,ST
M. Sperduti,Argentina,73,"RM, LM"
G. Cano,Argentina,73,"ST, CAM"
E. Pavez,Chile,73,"CM, CDM"
A. Andrade,Colombia,73,"LM, RM"
A. Rodríguez,Colombia,73,ST
E. Videla,Argentina,73,"CM, CDM"
W. Morelo,Colombia,73,ST
J. Duque,Colombia,73,ST
V. Ayala,Paraguay,73,"CM, CDM, RM"
B. Bianchi,Argentina,73,CB
D. Pérez,Argentina,73,"LB, LM"
D. Braghieri,Argentina,73,CB
C. Carbonero,Colombia,73,"CM, RM, CAM"
J. Furch,Argentina,73,ST
M. Casco,Argentina,73,"LB, RB"
E. Kalinski,Argentina,73,"CM, CDM"
J. Buffarini,Argentina,73,RB
F. Manríquez,Chile,73,"CM, CAM"
C. Rius,Argentina,73,"RM, RW, ST"
I. Seck,Senegal,73,"CDM, CM"
S. Torrico,Argentina,73,GK
Sequeira,Portugal,73,LB
M. Abarhoun,Morocco,73,CB
F. Sánchez,Argentina,73,"RB, RM"
M. Barrios,Colombia,73,"RM, LM"
N. Acevedo,Argentina,73,CDM
C. Mayada,Uruguay,73,"RB, RM, LB"
F. Sambueza,Argentina,73,"RM, CAM"
Ricardo Valente,Portugal,73,"LW, RW, ST"
Jaim Abra,Brazil,73,GK
Freder Cabral,Brazil,73,GK
Juli Piresinho,Brazil,73,RB
Vinicius Cardenha,Brazil,73,"RB, CB"
Ailton Valpaços,Brazil,73,"CB, CDM"
Juliano Mascarinhas,Brazil,73,"CDM, CM"
Gustavo Lobateiro,Brazil,73,"CAM, ST, CF"
Evandro Rochedo,Brazil,73,ST
Michel Cruceiro,Brazil,73,"CDM, CM"
Pierrino Faria,Brazil,73,GK
Nivo Serpinho,Brazil,73,GK
Oswaldito Cuba,Brazil,73,"LB, CAM, LM"
Mauro Cildinho,Brazil,73,RB
Édundo Oliveira,Brazil,73,CB
Paolito Serra,Brazil,73,CB
Pietrson Mendes,Brazil,73,"CAM, ST"
Luis Couprins,Brazil,73,CDM
Marcos Paneira,Brazil,73,"CDM, CM, RM"
Gus Outomouro,Brazil,73,"ST, LM"
Benjamin Meseira,Brazil,73,RB
N. Skubic,Slovenia,73,RB
N. Silva,Argentina,73,"RM, CAM, LM, ST"
B. Dibassy,Mali,73,"LB, CB"
Salvi Sánchez,Spain,73,"RM, CAM, LM"
Douglas Armeira,Brazil,73,RB
J. Sancho,England,72,"LM, LW"
A. Davies,Canada,72,"LM, RM"
M. Kean,Italy,72,ST
Rafael Leão,Portugal,72,"ST, LM"
L. Martínez Quarta,Argentina,72,CB
N. Benedetti,Colombia,72,"CAM, RM"
M. Zaracho,Argentina,72,"RM, CM, CAM"
A. Maier,Germany,72,"CM, CDM"
M. Cuisance,France,72,CM
G. Chakvetadze,Georgia,72,CAM
D. Rossi,Uruguay,72,"LW, ST, RW"
A. Lookman,England,72,"LM, CF"
T. Adams,United States,72,"CDM, RWB"
R. Orsolini,Italy,72,"RW, RM"
Diogo Dalot,Portugal,72,"RB, LB"
J. Ikoné,France,72,"RM, CAM"
D. Maresic,Austria,72,CB
W. McKennie,United States,72,"CM, CDM"
H. Bandé,Burkina Faso,72,"LW, ST"
M. Vargas,Argentina,72,"CAM, LW, LM"
A. Tuanzebe,England,72,"RB, CDM"
X. Schlager,Austria,72,"CM, CAM, CDM"
O. Edouard,France,72,ST
L. Díaz,Colombia,72,LM
S. Scuffet,Italy,72,GK
P. Bernardoni,France,72,GK
D. Verde,Italy,72,"LW, LM, RM, RW"
Hwang Hee Chan,Korea Republic,72,ST
P. Cissé,Senegal,72,CB
G. Banguera,Colombia,72,GK
R. Pierre-Gabriel,France,72,"RB, LB"
J. Bijlow,Netherlands,72,GK
Gelson Dala,Angola,72,"ST, CAM, RW, LW"
Y. Bissouma,Mali,72,"CM, CDM, RM"
S. Kalu,Nigeria,72,"RM, RW"
A. Werner,Argentina,72,GK
R. Skov,Denmark,72,RM
L. Boyé,Argentina,72,"ST, LW, CAM"
S. Bastien,Belgium,72,"CM, CAM"
Adrián Marín,Spain,72,"LB, LWB, LM"
João Pedro,Brazil,72,"RB, RM"
P. Aránguiz,Chile,72,"CAM, CM"
Diogo Gonçalves,Portugal,72,"LW, LM"
R. Doan,Japan,72,"CAM, RM"
J. Murphy,England,72,"RM, LM"
J. Jones,Northern Ireland,72,"LM, LW, CAM"
K. Acosta,United States,72,"CM, CDM"
A. Cerri,Italy,72,ST
J. Barreiro,Colombia,72,CB
I. Arboleda,Colombia,72,GK
F. Vicari,Italy,72,CB
Rafa Soares,Portugal,72,LB
E. Ponce,Argentina,72,ST
O. Govea,Mexico,72,"CDM, CM"
A. Blin,France,72,"CDM, CM"
B. Fernández,Argentina,72,"ST, CF"
K. Ajer,Norway,72,CB
L. Suárez,Argentina,72,"RM, LM"
M. Niakhaté,France,72,"CB, LB"
D. Bouanga,Gabon,72,"LM, LW"
Diego González,Spain,72,"CB, LB"
S. Adegbenro,Nigeria,72,"LW, RW, ST"
I. Mbenza,Belgium,72,"ST, RM"
João Gamboa,Portugal,72,"CDM, CM"
Jordi Calavera,Spain,72,RB
A. Dioussé,Senegal,72,"CDM, CM, LB"
J. Lucumi,Colombia,72,"RM, LM, CAM"
A. Murgia,Italy,72,"CM, CDM"
S. Mosquera,Colombia,72,"RM, LM"
R. Canouse,United States,72,CDM
Fran Beltrán,Spain,72,"CDM, CM"
L. Agbenyenu,Ghana,72,"LB, LM"
Luis Milla,Spain,72,"CDM, CM"
K. Letica,Croatia,72,GK
I. Hayden,England,72,"CDM, CM"
K. Omeruo,Nigeria,72,CB
B. McKay,Scotland,72,"LW, LM"
C. Nørgaard,Denmark,72,"CDM, CM"
Brandon Thomas,Spain,72,"ST, CAM, LM"
W. Saïd,France,72,"ST, RW, LM"
L. Phiri,South Africa,72,"CM, CDM"
P. Díaz,Chile,72,"RB, LB, CB"
S. Perica,Croatia,72,ST
J. Mauri,Italy,72,"CM, CDM"
C. Gruezo,Ecuador,72,"CDM, CM"
A. Cubas,Argentina,72,"CDM, CM"
K. Phillips,England,72,"CDM, CM"
J. Pollersbeck,Germany,72,GK
Pedro Nuno,Portugal,72,"CAM, CM, CF"
P. Olayinka,Nigeria,72,"LM, ST, RM"
K. Diks,Netherlands,72,RB
Murilo,Brazil,72,"RM, ST"
Jorge Pombo,Spain,72,"ST, CF"
A. Castro,Argentina,72,"LM, CM, CDM"
O. Idrissi,Netherlands,72,"LW, RW"
M. Olunga,Kenya,72,ST
Kim Min Jae,Korea Republic,72,CB
F. Eboa Eboa,Cameroon,72,CB
N. De la Cruz,Uruguay,72,CAM
D. Livaković,Croatia,72,GK
I. Fiolić,Croatia,72,"CAM, RW, LW"
D. Bentley,England,72,GK
M. Frey,Switzerland,72,ST
Dória,Brazil,72,CB
S. Schrijvers,Belgium,72,"CF, CAM, LM, CM"
B. Osborn,England,72,"LB, LM, CM, CDM"
N. Maupay,France,72,ST
S. Moreira,France,72,"RB, CB"
J. Cabot,France,72,"RW, RM"
Aketxe,Spain,72,"CAM, CM, LM"
C. Baeza,Chile,72,"CM, CB"
M. Rodríguez,Chile,72,"LM, LW, CAM, RM"
L. Miranda,Argentina,72,"CM, CDM"
C. Strandberg,Sweden,72,ST
A. Browne,Republic of Ireland,72,"CM, CAM, CDM"
W. Ángel,Venezuela,72,CB
J. Windass,England,72,"CF, CAM, LM"
J. Pohjanpalo,Finland,72,ST
M. Sobottka,Germany,72,"CDM, CM"
Vigaray,Spain,72,"RB, RWB"
Y. Asad,Argentina,72,LM
M. Sprocati,Italy,72,"LW, RW"
D. Gonzo,Paraguay,72,RM
F. Soldano,Argentina,72,ST
M. Malyshev,Ukraine,72,CDM
A. Bouzat,Argentina,72,"CAM, ST, LM, RM"
V. Jovanović,Serbia,72,CB
P. Brlek,Croatia,72,"CM, CAM, CDM"
Y. En-Nesyri,Morocco,72,"ST, LW"
L. Pokorný,Czech Republic,72,CB
Vesga,Spain,72,"CDM, CM"
K. Zohore,Denmark,72,ST
Álex Fernández,Spain,72,"CDM, CAM, CM"
C. Christie,Republic of Ireland,72,RB
E. Martínez,Argentina,72,GK
Lucas Piazon,Brazil,72,"RW, LW, LM"
I. Diomandé,Ivory Coast,72,"CDM, CB"
A. Reach,England,72,"CAM, LM, LB"
J. Egan,Republic of Ireland,72,CB
C. Ramírez,Ecuador,72,LB
J. Akpa Akpro,Ivory Coast,72,CM
R. Woods,England,72,"CDM, CM"
N. Murru,Italy,72,LB
P. Nardi,France,72,GK
A. Webster,England,72,CB
S. Yago,Burkina Faso,72,"RB, CB"
F. Al Muwallad,Saudi Arabia,72,"RM, LM, ST, CAM"
J. Jeanvier,France,72,CB
F. Ceccherini,Italy,72,CB
Rubén García,Spain,72,"CAM, LM, RM"
A. Fransson,Sweden,72,"CM, CDM, CAM"
R. Saravia,Argentina,72,RB
S. Coopman,Belgium,72,"CAM, CM, RM"
S. Uçan,Turkey,72,"CM, CAM"
Flávio,Brazil,72,CB
P. Arriola,United States,72,"RM, CM"
A. Martín Arias,Argentina,72,GK
H. Palacios,Colombia,72,"RB, RWB"
C. Falletti,Uruguay,72,"CAM, RW, CF"
F. Mattiello,Italy,72,"LM, LB"
Luismi,Spain,72,"CDM, CM"
U. Đurđević,Serbia,72,ST
J. Rinne,Sweden,72,GK
A. Long,United States,72,CB
A. Çalık,Turkey,72,CB
A. Mendy,France,72,ST
J. Correa,Argentina,72,ST
A. Traoré,Mali,72,"CM, CAM"
Serginho,Brazil,72,"ST, CAM"
A. González,Argentina,72,"RM, LM, RW"
D. Álvarez,Mexico,72,"LM, RM, RW"
P. Stenzel,Germany,72,"RWB, RB"
A. Barboza,Argentina,72,CB
H. Toledo,Argentina,72,"LW, RW"
Jamiro Monteiro,Cape Verde,72,CM
A. Mobara,South Africa,72,"RB, CB, CDM"
A. Abedzadeh,Iran,72,GK
Marcão,Brazil,72,ST
Ricardo Ryller,Brazil,72,CM
A. Shabanov,Ukraine,72,"CB, LB, CDM"
Bruno Lamas,Brazil,72,"CM, CAM"
U. Ćosić,Serbia,72,CB
A. Hoffmann,Germany,72,"CB, CDM"
M. Hector,Jamaica,72,CB
N. Powell,England,72,CAM
T. Kalas,Czech Republic,72,CB
J. Tallo,Ivory Coast,72,ST
J. Okore,Denmark,72,CB
H. Van Crombrugge,Belgium,72,GK
R. Holzhauser,Austria,72,"CDM, CM"
D. Roef,Belgium,72,GK
A. Biyogo Poko,Gabon,72,"CM, CDM, CAM, RM"
M. Yattara,Guinea,72,"ST, CF"
I. Ezekiel,Nigeria,72,"ST, RM"
D. Bessa,Italy,72,CM
A. Bakasetas,Greece,72,"CAM, RM, ST"
M. Saymak,Netherlands,72,CAM
J. van Overeem,Netherlands,72,"CAM, CM"
Diego Lopes,Brazil,72,"LW, CAM, CM"
João Schmidt,Brazil,72,"CM, CDM, LB"
M. Flekken,Netherlands,72,GK
K. Karaman,Turkey,72,"LM, RM, ST, CAM"
A. Scholz,Denmark,72,CB
W. Zimmerman,United States,72,CB
Josué Sá,Portugal,72,CB
E. López,Mexico,72,"CAM, RM, LM"
Jubal,Brazil,72,CB
F. Mubele,DR Congo,72,"RM, RW, LW"
V. Karavaev,Russia,72,RB
S. Khaoui,Tunisia,72,"CAM, RM, CM"
E. Berggreen,Denmark,72,ST
H. Martín,Mexico,72,"ST, RW"
J. de Wijs,Netherlands,72,CB
Y. Barbet,France,72,"LB, CB"
M. Mahi,Morocco,72,"ST, LM"
O. Nyland,Norway,72,GK
T. Kaminski,Belgium,72,GK
M. Abeid,Algeria,72,"CDM, CM"
M. Henriksen,Norway,72,"CM, CAM"
F. Kroos,Germany,72,"CDM, CM"
L. Cabrera,Uruguay,72,"CB, LB"
W. Foderingham,England,72,GK
B. Jeannot,France,72,ST
Aitor,Spain,72,GK
L. Benito,Switzerland,72,LB
P. Lasogga,Germany,72,ST
A. Maher,Netherlands,72,"CM, CAM"
M. Leitner,Germany,72,"CM, CDM, CAM"
C. Knasmüllner,Austria,72,"CAM, CM"
R. Matos,Brazil,72,"RW, ST, LW"
B. Wood,United States,72,ST
J. Bahebeck,France,72,ST
E. Andersen,Norway,72,LM
D. Pavelka,Czech Republic,72,"CDM, CM"
J. Mattheij,Netherlands,72,CB
K. Roofe,England,72,"ST, CAM, RM, LM"
T. Savanier,France,72,CM
Patric,Spain,72,"RB, CB"
D. Ward,Wales,72,GK
Clinton Mata,Angola,72,"RB, RM"
S. Byram,England,72,"RB, RWB"
B. Hrgota,Sweden,72,"ST, LM"
D. Dessoleil,Belgium,72,CB
T. Letschert,Netherlands,72,CB
T. Pledl,Germany,72,"RW, RM"
D. Linsmayer,Germany,72,"CDM, CM"
Miguel Rodrigues,Portugal,72,CB
N. Karelis,Greece,72,ST
S. Decarli,Switzerland,72,CB
G. Celis,Colombia,72,"CDM, CM"
R. Gómez,Argentina,72,"LM, RM"
F. Zuqui,Argentina,72,"CM, RM"
J. Garro,Argentina,72,"LM, ST, RM"
D. Sinkgraven,Netherlands,72,"LB, CM"
Simy,Nigeria,72,ST
Rober Ibáñez,Spain,72,"RM, LM"
F. Ricci,Italy,72,"RW, LW"
J. Hugill,England,72,ST
J. Correa,Argentina,72,"CAM, LW, CM"
J. Galván,Argentina,72,"CB, CDM"
B. Perlaza,Colombia,72,"CDM, CM"
V. Kalitvintsev,Ukraine,72,"RM, LM, CAM"
R. Strieder,Germany,72,CDM
A. Warda,Egypt,72,"RM, LM, CAM"
E. Mendy,Senegal,72,GK
J. Zmrhal,Czech Republic,72,"LM, RM"
M. Ngadeu-Ngadjui,Cameroon,72,"CB, CDM, CM"
V. Barkas,Greece,72,GK
D. Khocholava,Georgia,72,CB
J. Filipović,Croatia,72,CB
P. Hrošovský,Slovakia,72,"CM, CDM"
S. Dewaest,Belgium,72,CB
N. Baker,England,72,CB
D. Le Tallec,France,72,"CB, CDM"
E. Lamanna,Italy,72,GK
V. Belec,Slovenia,72,GK
J. Sala,Italy,72,RB
Guitián,Spain,72,"CB, CDM"
G. Hanley,Scotland,72,CB
N. Boilesen,Denmark,72,LB
R. Žulj,Austria,72,"CF, CAM, ST"
Wellington Nem,Brazil,72,"CAM, ST"
I. Balliu,Albania,72,RB
T. Trybull,Germany,72,"CDM, CM"
S. van de Streek,Netherlands,72,"CAM, CM, ST"
Dener,Brazil,72,"CM, CAM"
I. Kiese Thelin,Sweden,72,ST
J. Dezi,Italy,72,CM
Y. Al Shahrani,Saudi Arabia,72,"LB, RB"
A. Voglsammer,Germany,72,"ST, RM, LM"
Gonçalo Silva,Portugal,72,CB
S. Martinsson Ngouali,Gabon,72,CM
S. Medina,Colombia,72,"RB, CB"
R. Emond,Belgium,72,ST
Danilo,Brazil,72,"LB, LWB, CB"
A. Mosquera,Colombia,72,"CB, RB"
F. Avenatti,Uruguay,72,ST
M. Oršić,Croatia,72,LM
T. Romanczuk,Poland,72,"CDM, CM"
D. Viera,Paraguay,72,CB
H. Faik,Netherlands,72,"CM, CDM"
L. Štetina,Slovakia,72,CB
Y. Makarenko,Ukraine,72,"CDM, LB, CM"
S. Bolat,Turkey,72,GK
S. Grytebust,Norway,72,GK
Fran Mérida,Spain,72,"CDM, CM"
E. Mulder,Netherlands,72,GK
O. Norwood,Northern Ireland,72,"CM, CDM"
S. Sunzu,Zambia,72,CB
D. Villalva,Argentina,72,"LM, ST, CF"
S. Polter,Germany,72,ST
Z. Tomašević,Montenegro,72,"CB, LB"
M. Pack,England,72,"CM, CDM"
Gabriel Silva,Brazil,72,"LB, LM, LWB"
P. Kasami,Switzerland,72,"RM, CM, CDM"
I. Cofie,Ghana,72,"CM, CDM"
D. Appiah,France,72,"RB, RM"
Sebá,Brazil,72,"LW, LM"
Joselu,Spain,72,ST
A. Letellier,France,72,GK
L. Caldirola,Italy,72,"CB, LB"
M. Kosanović,Serbia,72,CB
Bruno Uvini,Brazil,72,CB
O. Zahustel,Czech Republic,72,"RB, RM"
T. Moulin,France,72,"CDM, CM"
K. Kusk,Denmark,72,RM
N. Kebano,DR Congo,72,"LW, LM, CAM"
A. Benali,Libya,72,"CM, CF"
A. Jóhannsson,United States,72,ST
Rafael Lopes,Portugal,72,ST
L. Ceppitelli,Italy,72,CB
E. Alioski,FYR Macedonia,72,"LM, RW"
R. Bezus,Ukraine,72,"CAM, CM"
S. Ben Youssef,Tunisia,72,CB
A. Struna,Slovenia,72,"CB, RB"
A. Chumacero,Bolivia,72,"CM, RM"
Kim Jin Su,Korea Republic,72,"LB, LM"
L. Reyes,Chile,72,"CM, CDM"
F. Lértora,Argentina,72,CDM
F. Fontanini,Argentina,72,CB
L. Albertengo,Argentina,72,ST
L. Gil,Argentina,72,"CM, CDM, CAM"
S. Vittor,Argentina,72,CB
J. Arango,Colombia,72,"CAM, ST"
D. Villalpando,Mexico,72,"CM, CAM"
P. Martinez,France,72,"CB, LB"
Y. Bammou,Morocco,72,"ST, LM, RM"
M. Šitum,Croatia,72,"LM, LW"
Yan Junling,China PR,72,GK
M. Bakakis,Greece,72,"RB, LB, CB"
K. Kerschbaumer,Austria,72,"CM, LM"
Rubén Alcaraz,Spain,72,"CM, CDM, CAM"
Nuno da Costa,Cape Verde,72,"ST, RW"
O. El Hajjam,Morocco,72,RB
L. Reyes,Mexico,72,LB
Ângelo Neto,Brazil,72,CM
D. Guzman,Costa Rica,72,CDM
F. Andrijašević,Croatia,72,"CAM, CM"
B. Nivet,France,72,"CAM, CM"
G. Barry,England,72,"CDM, CM"
Rúben Fernandes,Portugal,72,"CB, LB"
S. Nakamura,Japan,72,"CAM, CF, RW, RM"
K. Boyd,Scotland,72,ST
M. Lehmann,Germany,72,CDM
T. Barnetta,Switzerland,72,"CAM, CDM, CM"
S. Downing,England,72,"LM, LW, CAM"
R. Green,England,72,GK
C. Terzi,Italy,72,CB
G. McAuley,Northern Ireland,72,CB
J. Plašil,Czech Republic,72,"CM, CDM"
M. Dawson,England,72,CB
A. Walke,Germany,72,GK
O. Çek,Turkey,72,"LM, LB"
E. Hallfreðsson,Iceland,72,"CM, CDM"
D. Gastaldello,Italy,72,CB
D. Maietta,Italy,72,CB
K. Stuhr-Ellegaard,Denmark,72,GK
J. Walters,Republic of Ireland,72,"ST, RM"
O. Pérez,Argentina,72,CAM
C. Medjani,Algeria,72,"CB, CDM"
P. Da Silva,Paraguay,72,CB
S. Bossut,Belgium,72,GK
I. Damonte,Argentina,72,CDM
M. González,Argentina,72,"LM, CM, RM"
T. Zengin,Turkey,72,GK
Tito,Spain,72,"RB, LB, RWB"
David García,Spain,72,"CB, RB"
Manu Del Moral,Spain,72,"ST, LM, RM, CAM"
A. Malarz,Poland,72,GK
P. Kieszek,Poland,72,GK
A. Al Habsi,Oman,72,GK
C. Molinaro,Italy,72,"LB, LM"
A. Cordaz,Italy,72,GK
S. Pellissier,Italy,72,ST
J. Perbet,France,72,ST
Ricardo,Portugal,72,"RM, ST, LM"
V. Figueroa,Argentina,72,"LM, CM, CAM"
Àngel Rangel,Spain,72,RB
V. Găman,Romania,72,CB
L. Clarke,England,72,ST
Carlitos,Portugal,72,"LM, CAM, LW"
S. Marveaux,France,72,"CAM, ST, RW, RM"
L. Bustamante,Argentina,72,CAM
Abraham González,Spain,72,"CM, CDM"
S. Viera,Uruguay,72,GK
Casadesús,Spain,72,"CAM, ST"
F. Haroun,Belgium,72,"CDM, CM"
J. Djourou,Switzerland,72,CB
R. Keogh,Republic of Ireland,72,CB
R. Lamah,Belgium,72,"LM, LW"
S. Naismith,Scotland,72,"CAM, LM, ST, RM"
G. Whelan,Republic of Ireland,72,"CDM, CM"
J. Ruddy,England,72,GK
Juninho,Brazil,72,CB
Paulinho,Brazil,72,ST
S. Larsson,Sweden,72,"CM, CDM"
D. Moor,United States,72,CB
A. Federici,Australia,72,GK
K. Lafferty,Northern Ireland,72,"ST, LM"
J. Torres Nilo,Mexico,72,"LB, CB"
R. Elm,Sweden,72,CM
J. Carrizo,Argentina,72,GK
A. Büyük,Turkey,72,"LM, ST"
R. Elliot,Republic of Ireland,72,GK
Y. Cahuzac,France,72,"CDM, CM"
H. Goitom,Eritrea,72,ST
Z. Kuzmanović,Serbia,72,"CM, CDM"
J. Martins Pereira,France,72,RB
T. Elyounoussi,Norway,72,"CF, ST, CAM"
K. Lee,England,72,CM
S. Hutchinson,England,72,"CDM, CM, CB"
M. Compper,Germany,72,CB
Aythami Artiles,Spain,72,CB
Luso,Spain,72,"CDM, CM, CB"
Elustondo,Spain,72,"CM, CB, CDM"
Varela,Portugal,72,"LM, RM, LW, RW"
Crespo,Spain,72,"CB, RB, LB"
F. Ceravolo,Italy,72,ST
Torrejón,Spain,72,CB
N. Dyer,England,72,"RM, RW"
O. Vizcarrondo,Venezuela,72,CB
S. Ujkani,Kosovo,72,GK
Choi Chul Soon,Korea Republic,72,"RB, LB"
Yeom Ki Hun,Korea Republic,72,"ST, RW"
M. Erdinç,Turkey,72,ST
L. Burián,Uruguay,72,GK
J. Babin,France,72,CB
P. Karlsson,Sweden,72,CB
D. Larsson,Sweden,72,"LM, ST, RM"
H. Droguett,Chile,72,"CAM, LM"
M. Lustig,Sweden,72,"RB, CB"
M. Milligan,Australia,72,"CDM, CB"
Nuno Coelho,Portugal,72,"CDM, CB"
A. Matri,Italy,72,ST
T. Derijck,Belgium,72,CB
S. Sam,Germany,72,"RM, CAM, RW, LM"
C. Chantôme,France,72,"CM, CDM"
R. Brégerie,France,72,CB
A. Costa,Italy,72,CB
Canella,Spain,72,LB
C. Mulgrew,Scotland,72,"CB, CM"
F. Peluso,Italy,72,"LB, CB"
R. Řezník,Czech Republic,72,"RB, LB"
Chong Te Se,Korea DPR,72,ST
T. Necid,Czech Republic,72,ST
A. Gerndt,Sweden,72,"ST, CAM"
F. Bellugou,France,72,"CB, CDM"
S. Williams,Republic of Ireland,72,"CDM, CM"
Zeng Cheng,China PR,72,GK
Hao Junmin,China PR,72,"CM, CDM, CAM"
Yu Hanchao,China PR,72,LM
A. Hruška,Czech Republic,72,GK
J. Morávek,Czech Republic,72,"CM, CAM"
D. Di Gennaro,Italy,72,CM
Rui Fonte,Portugal,72,ST
E. Terranova,Italy,72,CB
M. Waghorn,England,72,"ST, RM"
A. Çamdalı,Germany,72,CDM
R. Koolwijk,Netherlands,72,CDM
N. De Pauw,Belgium,72,"CAM, RM, CF"
C. Basham,England,72,"CB, CM, RWB"
O. Şişmanoğlu,Germany,72,"ST, CAM, RW"
Fábio Pacheco,Portugal,72,"CDM, CB"
L. Montes,Mexico,72,"CAM, LM"
J. Russell,Scotland,72,"RW, LW, LM"
Vasco Fernandes,Portugal,72,CB
Diego Ângelo,Brazil,72,CB
T. Hubočan,Slovakia,72,"CB, LB"
René,Spain,72,GK
G. Vural,Turkey,72,"LM, RM, LB"
R. Espinoza,Honduras,72,"CM, CDM"
Kiko Olivas,Spain,72,CB
R. Wolf,Germany,72,GK
O. Alanís,Mexico,72,CB
J. Hamad,Sweden,72,"LM, RM"
V. Granat,Russia,72,CB
J. Pereira,Mexico,72,CB
L. Immers,Netherlands,72,"CM, CAM"
R. Gutiérrez,Chile,72,ST
M. Iori,Italy,72,"CM, CDM"
R. van La Parra,Netherlands,72,"LM, RM"
R. Salinas,Mexico,72,"RB, LB"
F. Tabanou,France,72,"LB, LWB"
Laure,Spain,72,RB
Thiago Cionek,Poland,72,CB
J. Murphy,Scotland,72,"LW, LM"
M. Caire,Argentina,72,RB
T. Torun,Turkey,72,"RM, LM"
A. Esswein,Germany,72,"RM, RWB, ST"
G. Angella,Italy,72,CB
C. Pinsoglio,Italy,72,GK
L. Ariaudo,Italy,72,CB
M. Boland,Germany,72,"CM, CDM"
D. Čop,Croatia,72,ST
A. Sissoko,Mali,72,"CDM, CM"
Dani Hernández,Venezuela,72,GK
J. Hušbauer,Czech Republic,72,"CM, CDM, CAM"
Rogerinho,Brazil,72,"LM, LW, CAM"
M. van der Werff,Netherlands,72,CB
Dani Castellano,Spain,72,LB
T. Pukki,Finland,72,"ST, CF"
B. Parker,South Africa,72,"CF, ST, LM, CAM"
D. Opare,Ghana,72,"RB, RWB"
Mossa,Spain,72,"LWB, LB, LM"
G. Zusi,United States,72,RB
H. Bazile,Haiti,72,"LM, LW, RM"
D. Maroh,Slovenia,72,CB
Rúben Micael,Portugal,72,CM
Fernando Bob,Brazil,72,"CDM, CM"
K. Wilczek,Poland,72,ST
A. Elmohamady,Egypt,72,"RB, RM"
Dídac Vilà,Spain,72,LB
I. Obradović,Serbia,72,"LB, LWB, CB"
O. Hawsawi,Saudi Arabia,72,CB
S. Koroki,Japan,72,ST
Paulinho,Brazil,72,LW
R. Krhin,Slovenia,72,"CDM, CM"
S. Jung,Germany,72,RB
A. Luthe,Germany,72,GK
M. Diallo,Senegal,72,"CDM, CM"
E. Prib,Russia,72,"LM, LB, CM"
T. Doumbia,Mali,72,CDM
L. Rodríguez,Argentina,72,"ST, CAM"
M. Klich,Poland,72,"CM, CDM"
A. Ajdarević,Albania,72,"CM, CAM"
V. Le Goff,France,72,LB
M. Leovac,Croatia,72,"LB, LM"
C. Trimmel,Austria,72,"RB, CB"
F. Pisacane,Italy,72,"CB, RB"
P. Klingmann,Germany,72,"RB, RWB"
M. Schmiedebach,Germany,72,CDM
S. Prediger,Argentina,72,CDM
B. Kayal,Israel,72,"CM, CAM"
V. Regini,Italy,72,"LB, CB"
A. Weimann,Austria,72,"ST, RM, LM"
C. Moritz,Germany,72,"CM, CDM"
R. Gikiewicz,Poland,72,GK
R. Varga,Hungary,72,"RW, ST"
Edgar Costa,Portugal,72,"RW, LW"
I. Ávila,Peru,72,ST
F. Moubandje,Switzerland,72,LB
M. Büchel,Liechtenstein,72,"CM, CDM"
B. Oviedo,Costa Rica,72,"LB, LWB"
G. Castellani,Argentina,72,"CM, CAM, CDM"
P. Arajuuri,Finland,72,CB
J. McClean,Republic of Ireland,72,"LW, LM"
M. Rzatkowski,Germany,72,CM
T. Kempe,Germany,72,RM
Claiton,Brazil,72,CB
M. Torsiglieri,Argentina,72,CB
R. Métanire,France,72,RB
N. Höfler,Germany,72,"CDM, CM, CB"
J. Cuevas,Argentina,72,"RW, LM"
M. Pérez,Colombia,72,"ST, RM"
W. Owusu,Ghana,72,"ST, RW, LW"
Hong Jeong Ho,Korea Republic,72,CB
M. Le Bihan,France,72,ST
C. Gytkjær,Denmark,72,ST
Samu García,Spain,72,"RM, ST, CAM, LM"
J. Fernández,Argentina,72,"LM, LB"
O. John,Netherlands,72,"LM, RM"
A. Morales,United States,72,CM
J. Meram,Iraq,72,LM
