short_name,nationality,overall,player_positions
M. Sau,Italy,72,ST
L. Kozák,Czech Republic,72,ST
Laure,Spain,72,RB
L. Siligardi,Italy,72,"RW, LW, LM"
Thiago Cionek,Poland,72,CB
C. Pinsoglio,Italy,72,GK
F. Jungwirth,Germany,72,"CB, CDM"
L. Ariaudo,Italy,72,CB
Diego Farías,Brazil,72,"ST, CAM, CF"
A. Rispoli,Italy,72,"RB, RM"
Álvaro,Spain,72,ST
Fábio,Brazil,72,"RB, LB"
Da Costa,Brazil,72,GK
M. Vejinović,Netherlands,72,"CM, CDM"
S. Armenteros,Sweden,72,ST
C. Nhamoinesu,Zimbabwe,72,"CB, LB"
Y. Ravet,France,72,RM
P. Tachtsidis,Greece,72,CM
Guedes,Portugal,72,ST
E. Adu,Ghana,72,"CM, CDM"
J. Bennett,England,72,"LB, LWB"
O. Gonzalez,United States,72,CB
D. Aleksić,Serbia,72,"CAM, RM, CF"
J. Schieber,Germany,72,ST
M. Frantz,Germany,72,"CM, RM, CDM"
M. Besler,United States,72,CB
K. Hansen,Denmark,72,CB
S. Al Faraj,Saudi Arabia,72,"CM, LM, CDM"
T. Usami,Japan,72,"LM, RM, ST"
S. Koroki,Japan,72,ST
Souza,Brazil,72,"CM, CDM"
M. Albornoz,Chile,72,"LB, LM"
K. Nordfeldt,Sweden,72,GK
R. Krhin,Slovenia,72,"CDM, CM"
C. Buchtmann,Germany,72,"CM, CDM, CAM"
L. Narsingh,Netherlands,72,"RW, LW"
M. Duffy,England,72,CAM
A. Luthe,Germany,72,GK
I. Mboyo,Belgium,72,"ST, LM"
G. Kashia,Georgia,72,CB
D. Falcinelli,Italy,72,ST
C. Trimmel,Austria,72,RB
C. Mavinga,DR Congo,72,CB
M. Schmiedebach,Germany,72,CDM
André Santos,Portugal,72,"CM, CDM"
B. Kayal,Israel,72,"CM, CDM"
A. Novikovas,Lithuania,72,"RM, LM, ST"
I. Hajrović,Bosnia Herzegovina,72,RM
S. Clucas,England,72,"CM, LM, LB"
Flavio Paixão,Portugal,72,"ST, RM, LM"
Keko,Spain,72,RM
N. Mendez-Laing,England,72,"RM, RW"
F. Wiedwald,Germany,72,GK
F. Moubandje,Switzerland,72,"LB, CB, LWB"
A. Abdennour,Tunisia,72,CB
A. Ragusa,Italy,72,"LW, RW"
T. Ream,United States,72,CB
G. Castellani,Argentina,72,"CM, CAM, CDM"
S. Tecl,Czech Republic,72,"ST, RW"
Dani Rodríguez,Spain,72,"CM, CAM, LM"
Álvaro Arroyo,Spain,72,CB
S. Romagnoli,Italy,72,CB
Kim Bo Kyung,Korea Republic,72,"CM, CAM"
Ji Dong Won,Korea Republic,72,"CF, CAM, LM"
A. Losilla,France,72,"CDM, CM, CB"
Sebá,Brazil,72,"LM, ST"
Y. Court,France,72,"LM, RM"
W. Lautoa,New Caledonia,72,CB
L. Caldirola,Italy,72,"CB, LB"
R. Métanire,Madagascar,72,RB
N. Höfler,Germany,72,"CDM, CM"
M. Pérez,Colombia,72,"ST, RM"
N. Boilesen,Denmark,72,LB
Salomão,Portugal,72,"LM, RM"
Y. Mokhtar,Morocco,72,"LM, RM"
Carles Planas,Spain,72,"LB, LWB"
T. Ince,England,72,"CAM, RW"
Isaac Cuenca,Spain,72,"LM, RM"
L. Carole,France,72,"LWB, LB, LM"
T. Přikryl,Czech Republic,72,"RM, LM"
M. Le Bihan,France,72,ST
L. Memushaj,Albania,72,CM
C. Gytkjær,Denmark,72,ST
B. Kadrii,Denmark,72,"ST, LM"
Juankar,Spain,72,"LB, LWB, LM"
M. Capuano,Italy,72,CB
A. Morales,United States,72,CM
M. Ostrzolek,Germany,72,"LB, LWB, CDM"
A. Behich,Australia,72,LB
J. Plata,Ecuador,72,"LW, LM"
Y. Orozco,Venezuela,72,"LW, CAM"
Sin Jin Ho,Korea Republic,72,"CM, CAM"
M. Tosetti,Switzerland,72,RM
C. Löwe,Germany,72,"LB, LWB"
W. Soliman,Egypt,72,"LW, RW"
Welthon,Brazil,72,ST
A. Jóhannsson,United States,72,ST
Y. Touzghar,Tunisia,72,ST
J. Fjóluson,Iceland,72,CB
J. Korb,Germany,72,"RB, RWB, RM"
G. Núñez,Argentina,72,"LM, CAM"
C. Kerbrat,France,72,CB
R. Álvarez,Argentina,72,CAM
T. Leistner,Germany,72,CB
M. Bauer,Austria,72,"RB, RWB"
I. Piris,Paraguay,72,"RB, LB"
S. Gentiletti,Argentina,72,CB
L. Abecasis,Argentina,72,RB
M. Pucciarelli,Italy,72,"ST, CAM, CF"
C. Chávez,Argentina,72,"ST, LW, RW"
W. Katsande,Zimbabwe,72,"CDM, CM, CB"
T. Ben Haim,Israel,72,"LM, RM"
G. Sakai,Japan,72,"RB, LB, CDM"
M. Rohdén,Sweden,72,"CM, RM"
Filipe Augusto,Brazil,72,"CM, CDM"
I. Santini,Croatia,72,ST
Patrick,Brazil,72,RB
O. Boumal,Cameroon,72,"RM, LM"
A. Wooten,United States,72,ST
M. Danielson,Sweden,72,CB
N. Al Abed,Saudi Arabia,72,"LM, RM, CAM"
Renato Santos,Portugal,72,"RM, RW, LW"
R. Quioto,Honduras,72,"LM, LW, ST"
J. Vigón,Mexico,72,CM
F. Chafik,Morocco,72,"RB, RWB, LB"
Júlio Tavares,Cape Verde,72,ST
M. Fofana,Ivory Coast,72,"LM, RM"
D. Kądzior,Poland,72,"RM, CM"
M. Grüttner,Germany,72,ST
Frédéric Mendy,Guinea Bissau,72,"ST, LW, RW"
M. Chanot,Luxembourg,72,CB
S. Michel,Germany,72,"ST, LM"
G. Țucudean,Romania,72,ST
S. Martinsson Ngouali,Gabon,72,CM
S. Sáez,Argentina,72,ST
C. Suárez,Chile,72,"CB, LB"
W. Tesillo,Colombia,72,"CB, LB"
V. Hernández,Colombia,72,"LM, CAM"
M. Rangel,Colombia,72,ST
A. Silva,Paraguay,72,GK
D. Andrade,Colombia,72,LB
D. Banguero,Colombia,72,LB
L. Castro,Colombia,72,"ST, RW, LW"
R. Lenis,Colombia,72,"RM, LM, RW"
L. Reyes,Chile,72,"CM, CDM"
E. Insúa,Argentina,72,"LB, LWB"
J. Copete,Colombia,72,"LM, CF, RM"
F. Márquez,Argentina,72,ST
C. Menéndez,Argentina,72,ST
J. Schunke,Argentina,72,CB
I. Seck,Senegal,72,"CDM, CM"
R. Delgado,Argentina,72,"LB, LM"
G. Letizia,Italy,72,"LB, RM"
J. Pivarić,Croatia,72,"LB, LM"
Marco Sangalli,Spain,72,RM
B. Pelé,France,72,"LM, CM"
S. Nishikawa,Japan,72,GK
Djavan,Brazil,72,LB
K. Molino,Trinidad & Tobago,72,"CAM, RM, LM"
M. Abarhoun,Morocco,72,CB
Cafú,Portugal,72,"CDM, CM"
Pedro Tiba,Portugal,72,"CM, CDM"
E. Cerutti,Argentina,72,"RM, LM"
L. Rizzo,Italy,72,"RM, CM"
Gabriel Xavier,Brazil,72,"RM, CF, CAM"
D. Villalpando,Mexico,72,"CM, CDM, CAM"
V. Kjartansson,Iceland,72,ST
D. Dibusz,Hungary,72,GK
Zhang Xizhe,China PR,72,"CAM, CDM"
F. Mladenović,Serbia,72,LB
Cao Yunding,China PR,72,"LM, LW, RM"
S. Griesbeck,Germany,72,"CDM, CM"
V. Aguilera,Argentina,72,CB
N. Acevedo,Argentina,72,"CM, CDM"
J. Lucero,Argentina,72,ST
Jonathan Cafú,Brazil,72,"RW, LW"
C. Chimino,Argentina,72,RB
L. Ramos,Argentina,72,ST
D. Martínez,Argentina,72,RB
G. Lanaro,Argentina,72,CB
A. Schenetti,Italy,72,"CAM, CM"
P. Gallese,Peru,72,GK
J. Moreira,Paraguay,72,RB
M. Bakakis,Greece,72,"RB, LB, CB"
J. Jones,Trinidad & Tobago,72,"LM, LB"
D. Lemos,Argentina,72,"CDM, CM"
Amilton,Brazil,72,"RM, LW, RW"
Jorge Carvallinho,Brazil,72,"CB, LB"
Clayton Fildeiras,Brazil,72,"CAM, CM"
Carleto Costinha,Brazil,72,"CAM, ST, RM"
Mauro Riboas,Brazil,72,CAM
Santi da Bruma,Brazil,72,"ST, RM"
Thiago Alminxa,Brazil,72,"ST, RW"
Cristian Lodeira,Brazil,72,ST
Walter Silvieiro,Brazil,72,ST
Josué da Feira,Brazil,72,ST
Jonas Damasto,Brazil,72,LB
Joshuando Sá,Brazil,72,"LB, LWB"
Jeff Meirson,Brazil,72,LB
Alexandre Frandeira,Brazil,72,"CB, CDM"
Otávinho Vila,Brazil,72,"CDM, CM"
Sandelas Júnior,Brazil,72,CDM
Timo Triano,Brazil,72,"CDM, CM"
Pimentiscinho,Brazil,72,"CDM, CM, CAM"
Vieiraldo Junior,Brazil,72,"CDM, LB"
Porphirinho,Brazil,72,"CDM, CM"
Alessinito,Brazil,72,"CDM, RB, RM"
Leordinho Paes,Brazil,72,"CAM, LM"
Jairinhazo,Brazil,72,"CAM, CM"
Jessé Ledeiro,Brazil,72,"CAM, CF"
Adrián Burnabão,Brazil,72,"CAM, CF"
Paulao Junqueiras,Brazil,72,ST
Nilsito Vilela,Brazil,72,"ST, CF, CAM"
Hugo Rubiães,Brazil,72,"CDM, RB"
Gustavo Sauer,Brazil,72,"RM, LM"
M. Frýdek,Czech Republic,72,"CDM, LB, CM"
G. Carabajal,Argentina,72,"LM, RM, CAM"
Garrido,Spain,72,"CDM, CM"
Vágner Corraldo,Brazil,72,LB
Rômulo Calsede,Brazil,72,ST
C. Quintana,Argentina,72,CB
Perdigão,Brazil,72,"RM, LM"
S. Hernández,Colombia,72,"CAM, CM, CDM"
C. Bernardi,Argentina,72,"RM, LM, CM"
Enzo Merques,Brazil,72,LB
Marlion Simões,Brazil,72,"LB, CM"
O. Karavaev,Ukraine,72,"RM, RB"
Bebeto,Brazil,72,RB
S. Rybalka,Ukraine,72,"CAM, CDM, CM"
O. Fernández,Colombia,72,"LM, CM, CAM"
J. Veria,Ecuador,72,"LB, CB"
B. Vendaza,Ecuador,72,CDM
W. Saliba,France,71,CB
Riqui Puig,Spain,71,CM
G. Maroni,Argentina,71,"CAM, LW"
Paulinho,Brazil,71,RM
J. Todibo,France,71,"CB, CDM"
Fernando,Brazil,71,LM
A. Palaversa,Croatia,71,"CM, CDM, CAM"
I. Sissoko,France,71,CM
E. Elmas,FYR Macedonia,71,"CM, CAM"
O. Kökçü,Turkey,71,"CAM, CM"
Francisco Trincão,Portugal,71,"RW, LW"
M. Clarke,England,71,CB
K. Balanta,Colombia,71,"CDM, CM"
D. Fry,England,71,"CB, RB"
G. Pezzella,Italy,71,"LB, LM"
Evander,Brazil,71,"CAM, CM"
D. Maresic,Austria,71,CB
B. Mbeumo,France,71,"RW, ST, RM"
Emerson,Brazil,71,RB
J. Souttar,Scotland,71,CB
K. Grant,England,71,ST
B. Godfrey,England,71,"CB, CDM"
G. Taylor,Scotland,71,"LB, CM, LM"
Lluis López,Spain,71,CB
Dodô,Brazil,71,RB
V. Nelsson,Denmark,71,CB
E. Eze,England,71,"CAM, LM"
M. Wagué,Senegal,71,"RB, RWB, LB"
R. Petretta,Italy,71,LB
T. Malacia,Netherlands,71,LB
P. Daka,Zambia,71,ST
A. Tello,Colombia,71,"CM, RB"
F. Romagna,Italy,71,CB
J. Bacuna,Netherlands,71,"CM, CDM"
D. Barinov,Russia,71,"CDM, CB"
Rafa Mir,Spain,71,"ST, LM"
M. Valenzuela,Argentina,71,LB
C. Adjapong,Italy,71,"LM, RM, RB"
J. González,Mexico,71,"CM, CDM"
I. Ganago,Cameroon,71,"ST, LW"
A. Saelemaekers,Belgium,71,"RM, RB"
N. Katić,Croatia,71,CB
M. Sadílek,Czech Republic,71,"CDM, LB"
C. Halkett,Scotland,71,CB
Manu García,Spain,71,"CAM, CM, CDM"
M. Somma,Italy,71,"CB, RB"
V. Angban,Ivory Coast,71,"CM, CDM"
T. Awoniyi,Nigeria,71,ST
Z. Bakaev,Russia,71,"RW, LW, RM"
K. Danso,Austria,71,CB
M. Spielmann,Switzerland,71,"LM, ST"
Bremer,Brazil,71,CB
H. Bandé,Burkina Faso,71,"LW, ST"
G. Bouzoukis,Greece,71,"CAM, CM, RW"
J. Paintsil,Ghana,71,"LW, RW"
L. Vera,Argentina,71,"CM, LW, RW"
Álex Díez,Spain,71,"RB, RM"
N. Moro,Croatia,71,"CDM, CM"
Kikas,Portugal,71,ST
Douglas Augusto,Brazil,71,"CM, CDM"
B. Kapustka,Poland,71,"LM, CAM"
L. Suárez,Argentina,71,"RM, ST, CAM"
E. Amor,Argentina,71,CB
S. Abdullahi,Nigeria,71,"RW, LW, ST"
P. Köpke,Germany,71,"ST, LM"
Matheus Pereira,Brazil,71,CAM
N. Dorsch,Germany,71,"CDM, CM"
J. Harrison,England,71,"LM, RM"
C. Eiting,Netherlands,71,"CDM, CM"
F. Jensen,Finland,71,CAM
K. Bonifazi,Italy,71,CB
Guilherme Schettine,Brazil,71,ST
D. Muñoz,Colombia,71,RB
J. Chabot,Germany,71,CB
J. Álvarez,Argentina,71,"RM, LM"
S. Moutoussamy,France,71,"CM, CDM, LW"
M. Vrousai,Greece,71,"CAM, LW, RW"
H. Reed,England,71,"CDM, RM"
C. Nørgaard,Denmark,71,"CDM, CM"
K. Acosta,United States,71,"CM, CDM"
J. Marriott,England,71,ST
M. Valjent,Slovakia,71,"CB, RB"
David Raya,Spain,71,GK
R. Coly,Senegal,71,LB
F. Tănase,Romania,71,"CAM, LM"
J. Rodríguez,Argentina,71,"CB, RB"
O. Oularé,Belgium,71,ST
G. Pușcaș,Romania,71,ST
O. Boscagli,France,71,"LB, CB"
O. Estupiñán,Colombia,71,ST
E. Remedi,Argentina,71,"CDM, CM"
Lazo,Spain,71,"LM, LW"
J. Elías,Argentina,71,"CDM, CM"
Diogo Gonçalves,Portugal,71,LM
B. Trawally,Gambia,71,ST
Lourency,Brazil,71,"RW, LW"
Murilo,Brazil,71,"LW, RW"
B. Özcan,Turkey,71,"CAM, CM, LM"
A. Chatzigiovanis,Greece,71,"LM, RM"
L. Štulac,Slovenia,71,"CDM, CM"
K. Letica,Croatia,71,GK
Luquinhas,Brazil,71,LW
B. Alıcı,Turkey,71,"RM, LM"
J. Valencia,Ecuador,71,"CAM, ST, RW"
Rui Silva,Portugal,71,GK
L. Baker,England,71,"CM, CAM, CDM"
C. O'Dowda,Republic of Ireland,71,LM
B. Guillaume,Belgium,71,ST
J. Castelletto,Cameroon,71,CB
Gumbau,Spain,71,"CDM, CM"
A. Schlager,Austria,71,GK
M. Zaccagni,Italy,71,"CAM, CM"
M. Manotas,Colombia,71,"ST, LW"
Rúben Lameiras,Portugal,71,"RM, LM, CAM"
Hwang Hee Chan,Korea Republic,71,"ST, LM, RM"
J. Siebatcheu,France,71,ST
S. Findlay,Scotland,71,"CB, LB"
A. Castro,Argentina,71,"CAM, CM, LM"
D. Cools,Belgium,71,"RM, RB, LB"
S. Amallah,Belgium,71,"CAM, RM"
Jordi Calavera,Spain,71,RB
F. Centonze,France,71,RB
C. De Norre,Belgium,71,"LB, LWB, LM"
J. Lucumi,Colombia,71,"LM, RM"
Miguelón,Spain,71,"RB, RM"
R. Kristensen,Denmark,71,"RB, RWB"
I. Sacko,France,71,"ST, LW, RW"
L. Agbenyenu,Ghana,71,"LB, LW"
S. Lobjanidze,Georgia,71,"LM, ST"
O. Kiteishvili,Georgia,71,"CAM, LW, CM"
H. Weydandt,Germany,71,ST
B. Angulo,Ecuador,71,ST
A. Briseño,Mexico,71,CB
P. Bauer,Germany,71,CB
R. Woods,England,71,CDM
A. Trondsen,Norway,71,CM
M. Pérez,Mexico,71,"CDM, CM"
N. Ninković,Serbia,71,"CAM, CF"
P. Frankowski,Poland,71,RM
S. Maguire,Republic of Ireland,71,"ST, LM"
P. Onuachu,Nigeria,71,ST
D. Kinsombi,Germany,71,"CDM, CM, CB"
T. Kleindienst,Germany,71,ST
R. Loaiza,Colombia,71,"CDM, CM"
P. Mwene,Austria,71,"RB, RM, RWB"
J. Zimmer,Germany,71,"RB, RM, LM"
S. Uçan,Turkey,71,"CM, CAM"
G. Lajud,Mexico,71,GK
J. Ledesma,Argentina,71,GK
J. Gómez,Argentina,71,"RB, RWB"
G. Piovi,Argentina,71,"CB, LB"
J. Pohjanpalo,Finland,71,ST
D. Milošević,Bosnia Herzegovina,71,"CAM, ST, LM"
L. Mousset,France,71,ST
A. Traoré,Mali,71,"CM, CAM"
P. Stojanović,Slovenia,71,"RB, RM"
J. Morris,United States,71,"ST, RM, LM"
C. Larin,Canada,71,ST
Brian Oliván,Spain,71,LB
G. Prömel,Germany,71,"CM, CDM"
G. Holtmann,Germany,71,"LM, LWB, LB"
F. Bandinelli,Italy,71,CM
Jon Bautista,Spain,71,"ST, CAM"
M. Barbieri,Argentina,71,CB
N. Leguizamón,Argentina,71,ST
A. D'Alberto,Belgium,71,"RB, LB"
Artur,Brazil,71,"CDM, CM"
J. Lefort,France,71,"CB, LB"
M. Bero,Slovakia,71,"CM, LM, CAM"
M. Bokadi,DR Congo,71,"CB, CDM"
M. Kaye,Canada,71,"CM, CAM"
M. Okugawa,Japan,71,"RM, ST, LM"
F. Gorriarán,Uruguay,71,"CM, CAM"
André Pereira,Portugal,71,ST
A. Vallci,Austria,71,"LB, LWB, LM"
Diego Caballo,Spain,71,"LB, LM"
U. Ćosić,Serbia,71,CB
J. Joronen,Finland,71,GK
O. Omoijuanfo,Norway,71,"ST, LM"
D. Bisoli,Italy,71,"CM, CAM"
J. Murphy,England,71,"RW, LW, RM"
K. Stewart,England,71,"CDM, CM"
M. Tanković,Sweden,71,"CAM, ST, LW"
Jonatan Lucca,Brazil,71,"CM, RW"
D. Lenihan,Republic of Ireland,71,CB
E. Hestad,Norway,71,"RM, CM"
Tobias Figueiredo,Portugal,71,CB
A. Zaldívar,Mexico,71,"ST, LM"
L. Villalba,Argentina,71,LB
E. Godoy,Argentina,71,CB
J. Cooper,England,71,CB
J. Abella,Mexico,71,RB
J. Arzura,Argentina,71,"CDM, CM"
Kang Hyeon Mu,Korea Republic,71,GK
L. Di Plácido,Argentina,71,"RB, RWB"
G. Jung,Germany,71,"CB, CDM, CM"
H. Belkebla,Algeria,71,"CDM, CM"
A. Kamara,France,71,ST
K. Ehizibue,Netherlands,71,RB
K. Mrabti,Sweden,71,"CAM, CM"
P. Stenzel,Germany,71,"RB, RWB, RM"
Nadjack,Guinea Bissau,71,RB
C. Songkrasin,Thailand,71,"CF, LW, CAM"
P. Burner,France,71,RB
Y. Toyokawa,Japan,71,"ST, CAM"
P. Haring,Austria,71,"CDM, CM, CB"
A. Rrahmani,Kosovo,71,"CB, LB, RB"
Vítor Tormena,Brazil,71,"RB, CB"
M. Hašek,Czech Republic,71,"CM, CAM, CDM"
E. Zelazny,France,71,GK
S. Bain,Scotland,71,GK
B. Wright,Australia,71,"CB, RB"
T. Ciğerci,Turkey,71,"CDM, CM, LM"
C. Christie,Republic of Ireland,71,"RB, RWB"
A. Milošević,Sweden,71,CB
A. Taggart,Australia,71,"ST, CF"
C. Nyman,Sweden,71,ST
J. Blaswich,Germany,71,GK
I. Tandia,Mali,71,"ST, LM, RM"
O. Petrák,Czech Republic,71,CDM
Adryan,Brazil,71,"LM, CAM, ST"
Ruiz de Galarreta,Spain,71,"CM, CDM"
A. Lozano,Honduras,71,"ST, RM, LM"
L. Antei,Italy,71,CB
J. Price,England,71,"CDM, CM"
J. Wallace,England,71,RM
Marcos Júnior,Brazil,71,"CAM, ST, LM"
M. Schuhen,Germany,71,GK
F. Malbašić,Serbia,71,"ST, LM, CAM"
T. Pledl,Germany,71,RM
A. Henríquez,Chile,71,ST
R. Kishna,Netherlands,71,LW
A. Callens,Peru,71,CB
S. Kerk,Germany,71,"LM, RM, CAM"
J. Cabot,France,71,"RM, RW"
I. Tajouri-Shradi,Libya,71,"LW, RW, RM"
Bressan,Brazil,71,CB
R. Carrascal,Colombia,71,"CM, CDM"
J. Rodríguez,Colombia,71,CM
M. Rodríguez,Chile,71,"LM, LW"
A. Sagal,Chile,71,"ST, LM"
F. Pizzini,Argentina,71,"RM, LM, LW"
P. Mainka,Germany,71,CB
A. Pantic,Serbia,71,CB
H. Palacios,Colombia,71,"RB, RWB"
J. Gradit,France,71,"CB, RB"
W. Kanon,Ivory Coast,71,CB
J. Cabral,Argentina,71,CB
L. Zingerle,Germany,71,GK
B. Schmitz,Germany,71,"RB, CB"
W. Hahn,Netherlands,71,GK
G. Bettini,Argentina,71,RB
Afonso Figueiredo,Portugal,71,LB
Carraça,Portugal,71,"RB, CDM, CM"
E. Berggreen,Denmark,71,ST
J. de Wijs,Netherlands,71,CB
Y. Barbet,France,71,"CB, LB"
E. Burgos,Argentina,71,CB
S. Davis,United States,71,"CM, CDM, CAM"
J. Galván,Argentina,71,"CB, CDM"
H. Wahl,Germany,71,CB
J. Šimunović,Bosnia Herzegovina,71,CB
W. Endo,Japan,71,"CDM, CB, CM"
R. Oshima,Japan,71,"CDM, CM"
G. Fofana,France,71,"CDM, CM"
Y. Salmier,France,71,CB
Artur Jorge,Portugal,71,CB
B. Țîru,Romania,71,CB
P. Tsintotas,Greece,71,GK
J. Arias,Uruguay,71,ST
D. Kolovetsios,Greece,71,CB
A. Preciado,Ecuador,71,LM
B. Barišić,Croatia,71,LB
Felipe Curcio,Brazil,71,LB
Fernando Andrade,Brazil,71,"ST, RM, LM"
João Lucas,Portugal,71,LB
F. Mrzljak,Croatia,71,CDM
P. Cucchi,Argentina,71,ST
G. Makaridze,Georgia,71,GK
H. Dean,England,71,CB
D. Batth,England,71,CB
K. Zohore,Denmark,71,ST
Raúl Lizoain,Spain,71,GK
S. Lletget,United States,71,"CM, CAM, LM"
B. Afobe,DR Congo,71,ST
B. Wood,United States,71,ST
Javier Espinosa,Spain,71,"CAM, LW"
S. van de Streek,Netherlands,71,"CAM, ST"
S. Ajayi,Nigeria,71,"CB, CDM"
F. Ceccherini,Italy,71,CB
P. Faragò,Italy,71,"CM, RM, RB"
Koo Ja Ryong,Korea Republic,71,CB
L. Galeano,Argentina,71,CB
A. Niane,Mali,71,ST
S. Decarli,Switzerland,71,CB
R. López,Mexico,71,RB
Helton Leite,Brazil,71,GK
M. Herrera,Argentina,71,CB
S. Silva,Chile,71,CB
A. Çalık,Turkey,71,CB
N. Oroz,Argentina,71,"CAM, CM, LM"
A. Oğuz,Turkey,71,"RB, RWB"
C. Yambéré,Central African Rep.,71,CB
Kim Seung Joon,Korea Republic,71,"ST, LM, RM"
R. Bajić,Bosnia Herzegovina,71,ST
Jadson,Brazil,71,CB
M. Mohammadi,Iran,71,"ST, RM"
J. Bostock,England,71,"CM, CDM"
H. González,Mexico,71,GK
V. Kadlec,Czech Republic,71,"ST, RW, LW"
J. Kirchhoff,Germany,71,"CDM, CB"
L. Thy,Germany,71,ST
J. Siebenhandl,Austria,71,GK
T. Lees,England,71,CB
Pelé,Guinea Bissau,71,"CM, CDM"
Dani Jiménez,Spain,71,GK
M. Peybernès,France,71,CB
D. Burn,England,71,CB
C. Avevor,Germany,71,CB
J. Zelený,Czech Republic,71,"LB, LWB, LM"
K. Lamprou,Greece,71,GK
T. Darikwa,Zimbabwe,71,RB
M. te Wierik,Netherlands,71,"CB, RB"
B. Pawłowski,Poland,71,"RM, LM"
T. Barkhuizen,England,71,"RM, LM"
G. Wikheim,Norway,71,"LW, RW"
Erik Morán,Spain,71,"CDM, CM"
A. Khalili,Sweden,71,"CAM, CM, CDM"
William,Brazil,71,ST
J. Risdon,Australia,71,RB
O. Vranješ,Bosnia Herzegovina,71,"CB, RB"
U. Đerić,Serbia,71,ST
M. Bianchetti,Italy,71,"CB, RB"
L. Krajnc,Slovenia,71,CB
Dener,Brazil,71,CM
P. Terracciano,Italy,71,GK
I. Kiese Thelin,Sweden,71,ST
S. Dursun,Germany,71,ST
F. Fragapane,Argentina,71,"LM, RW"
J. Botaka,DR Congo,71,"RM, LM, RWB"
S. Longo,Italy,71,ST
L. Kübler,Germany,71,"RB, RWB"
S. Hedlund,Sweden,71,"RW, ST, LW"
S. Holmén,Sweden,71,CB
S. Magnasco,Chile,71,"RB, LB"
D. Linsmayer,Germany,71,"CDM, CM"
L. Quintana,Mexico,71,CB
M. Alaa,Egypt,71,"CB, RB, LB"
F. Calvo,Costa Rica,71,"CB, LB"
Kim Jin Su,Korea Republic,71,"LB, LM"
R. Schüller,Finland,71,"CDM, CM, LM"
M. Cuero,Colombia,71,RM
L. Díaz,Argentina,71,ST
J. Garro,Argentina,71,"LM, ST, RM"
E. Rescaldani,Argentina,71,ST
M. Meli,Argentina,71,"CM, RM"
F. Mussis,Argentina,71,"CDM, CM"
J. Hugill,England,71,ST
J. Correa,Argentina,71,"CAM, RM, LM"
Son Jun Ho,Korea Republic,71,"CM, CDM"
R. Mirzov,Russia,71,"LM, LW"
L. Hoyos,Argentina,71,GK
W. Montoya,Argentina,71,"RM, CM"
Eber Bessa,Brazil,71,"CAM, CM, RW"
K. Kerschbaumer,Austria,71,"CM, CDM, LM"
J. Meneses,Chile,71,"LM, RM"
S. Doi,Japan,71,"ST, LM, RM"
Neris,Brazil,71,CB
Alberto Benito,Spain,71,RB
Ângelo Neto,Brazil,71,CM
B. Johnsen,Norway,71,ST
C. Ganea,Romania,71,LB
Y. Makarenko,Ukraine,71,"CDM, CM, LB"
N. Bancu,Romania,71,"LB, LM"
K. Eissa,United Arab Emirates,71,GK
A. Espino,Uruguay,71,LB
N. Rimando,United States,71,GK
T. Howard,United States,71,GK
J. Wiland,Sweden,71,GK
O. Deschacht,Belgium,71,"CB, LB"
I. de Camargo,Belgium,71,ST
J. Poulsen,Denmark,71,CM
A. Turan,Turkey,71,CB
E. Hallfreðsson,Iceland,71,"CM, CDM"
M. Liendl,Austria,71,"CM, CAM, CDM"
G. Lux,Argentina,71,GK
B. Cesar,Slovenia,71,CB
F. Boeckx,Belgium,71,GK
S. Silva,Uruguay,71,ST
D. Marshall,Scotland,71,GK
C. Araujo,Argentina,71,"RB, LB"
J. Gutiérrez,Argentina,71,"CM, LM, RB"
M. Demir,Turkey,71,"ST, CAM"
E. Albayrak,Turkey,71,"LB, LM"
Tito,Spain,71,"RB, LB, RWB"
Seoane,Spain,71,"CDM, CM"
Susaeta,Spain,71,"RM, CM, LM"
M. Stefani,Italy,71,CB
M. Caligiuri,Germany,71,"CB, RB"
J. Perbet,France,71,ST
A. Tettey,Norway,71,CDM
A. Mureșan,Romania,71,CB
C. Săpunaru,Romania,71,"CB, CDM"
P. Pentke,Germany,71,GK
C. Berra,Scotland,71,CB
A. Song,Cameroon,71,"CDM, CM"
U. Hünemeier,Germany,71,CB
C. Campestrini,Argentina,71,GK
T. Kessler,Germany,71,GK
J. Ménez,France,71,"ST, LW, CAM"
N. Ortigoza,Paraguay,71,"CDM, CM"
E. Culio,Argentina,71,CM
R. Pasveer,Netherlands,71,GK
P. Gallagher,Scotland,71,"CM, CDM"
R. Keogh,Republic of Ireland,71,CB
G. Gillet,Belgium,71,"CDM, CM"
D. Graham,England,71,ST
C. Obasi,Nigeria,71,ST
A. Federici,Australia,71,GK
G. Dicker,Republic of Ireland,71,"CDM, CM"
F. Gago,Argentina,71,"CM, CDM"
J. Torres Nilo,Mexico,71,"LB, CB"
N. Bendtner,Denmark,71,ST
H. Goitom,Eritrea,71,ST
Carmona,Spain,71,"RM, LM"
M. Madl,Austria,71,CB
U. Emanuelson,Netherlands,71,"CM, CDM, LW"
M. Ardemagni,Italy,71,ST
M. Mancosu,Italy,71,"CAM, CM"
D. Dessena,Italy,71,"CM, CDM"
A. Barillà,Italy,71,"CM, CDM"
Feng Xiaoting,China PR,71,CB
K. Steppe,Belgium,71,GK
S. Kljestan,United States,71,"CAM, CM"
Jung Sung Ryong,Korea Republic,71,GK
J. Domínguez,Mexico,71,"CB, RB"
