short_name,nationality,overall,player_positions
J. Nilsen,Norway,68,"CDM, LB, CAM"
J. Zárate,Mexico,68,LM
M. Nelom,Netherlands,68,LB
J. Cabral,Netherlands,68,"LW, RW"
D. Royer,Austria,68,"LM, RM, LW, RW"
M. te Wierik,Netherlands,68,RB
L. Rupp,Germany,68,"RM, CAM, CM, LM"
Carles Planas,Spain,68,"LB, CB"
B. Dejaegere,Belgium,68,"CM, CDM, CAM, RM"
D. Kaiser,Germany,68,"CAM, CM"
T. Burlak,Russia,68,CB
J. Plata,Ecuador,68,ST
A. Vellios,Greece,68,ST
R. Ligeon,Netherlands,68,RB
W. Orban,Germany,68,"CB, CDM, RB"
M. Paglialunga,Argentina,68,"CM, CDM"
S. Lung,Romania,68,GK
S. Dioudis,Greece,68,GK
S. Yago,Burkina Faso,68,CB
Abel Camará,Portugal,68,ST
M. Eriksson,Sweden,68,ST
J. Adeoti,Benin,68,"CDM, CB"
F. Ceccherini,Italy,68,"CB, RB"
E. Saveljich,Argentina,68,CB
L. Masalesa,South Africa,68,"CM, CDM"
H. Nervo,Argentina,68,"RB, CB"
F. Lértora,Argentina,68,CDM
L. Jara,Argentina,68,"RB, RM"
D. Kreilach,Croatia,68,CDM
F. Mussis,Argentina,68,CM
R. Carrera,Argentina,68,"RM, LM"
C. Aquino,Argentina,68,CAM
K. Itabel,Argentina,68,"RM, CAM"
S. Dursun,Turkey,68,"RB, CDM, CB"
E. Kokalović,Croatia,68,"CB, RB"
T. Qalinge,South Africa,68,"RM, LM, CAM"
D. Cotterill,Wales,68,"RM, LM"
K. Giannoulis,Greece,68,"LB, LWB"
A. Chihi,Morocco,68,"RM, LM, CAM"
G. Obertan,France,68,"RM, LM"
K. Madsen,Norway,68,CB
L. Scaglia,Italy,68,"LM, RM, CM, CF"
R. Salinas,Mexico,68,"CM, CDM, LM, RM"
A. Cauņa,Latvia,68,"CM, CDM, LM"
J. Johansson,Sweden,68,"CM, CDM"
T. Kirschbaum,Germany,68,GK
Song Jin Hyung,Korea Republic,68,"CAM, CDM, RM, CM"
L. Giorgi,Italy,68,RM
J. Butterfield,England,68,"CM, CAM"
A. King,Wales,68,"CM, CAM"
L. Kitambala,France,68,ST
S. Privat,France,68,ST
P. Schiattarella,Italy,68,RM
A. Catellani,Italy,68,LW
E. Imorou,Benin,68,LB
P. Pawlett,Scotland,68,"CAM, CM, RM"
T. Torun,Turkey,68,"LM, RM, CAM"
Maikon Leite,Brazil,68,"ST, RW"
L. Gassama,Senegal,68,RB
I. Armaş,Moldova,68,"CB, CDM"
M. Gaus,Germany,68,"LM, LW"
Héctor Rodas,Spain,68,CB
Joan Oriol,Spain,68,LB
N. Ben Khalifa,Switzerland,68,"CF, ST, CAM"
I. Sylla,Guinea,68,ST
Fuentes,Spain,68,LB
Fransérgio,Brazil,68,CM
D. Fabbrini,Italy,68,"CF, LW, RW"
G. Mertens,Belgium,68,CB
Arroyo,Spain,68,"RB, CB"
Borja Gómez,Spain,68,CB
M. Kieftenbeld,Netherlands,68,"CM, CDM"
M. Silva,Uruguay,68,CB
A. Zamorano,Mexico,68,"CM, RM"
D. Keet,South Africa,68,GK
D. Bulthuis,Netherlands,68,LB
L. Nangis,France,68,"LW, CAM, RW"
E. Nadarevic,Bosnia Herzegovina,68,"LW, ST"
E. Andrada,Argentina,68,GK
Pedro Henrique,Brazil,68,"LM, RM"
D. Verbeek,Netherlands,68,"RW, LW"
M. Britos,Uruguay,68,"ST, CAM"
S. Tréllez,Colombia,68,ST
R. Berić,Slovenia,68,ST
F. Aristeguieta,Venezuela,68,ST
J. Ferrari,Argentina,68,CB
C. Monsalvo,Colombia,68,ST
S. Pol,Argentina,68,"ST, LW"
G. Oboabona,Nigeria,68,"CB, RB"
J. Sanguinetti,Argentina,68,CAM
U. Matić,Serbia,68,CM
M. Vidal,Argentina,68,CDM
João Silva,Portugal,68,ST
G. Cristaldo,Paraguay,68,LM
G. Toledo,Argentina,68,"RB, LB"
Kuca,Cape Verde,68,"ST, RW"
N. Radoja,Serbia,68,"CDM, CB, RB"
C. Cambon,France,68,"CB, CDM"
O. Iakovenko,Ukraine,68,"RM, LM"
M. Bravo,Argentina,68,"ST, LW, LM, CF"
J. Troisi,Australia,68,"CAM, ST"
M. Güven,Turkey,68,"CDM, CM"
J. Surraco,Uruguay,68,"LW, RW"
F. Della Rocca,Italy,68,CM
A. Rosi,Italy,68,"RM, RB"
S. De Witte,Belgium,68,"CDM, CB"
T. Bianchi,Italy,68,"CM, CAM, RM"
L. Trotter,England,68,"CM, CAM"
J. Nava,Mexico,68,"LM, LWB, CF"
D. Petric,Serbia,68,GK
B. Shea,United States,68,"LM, RM, CAM"
J. Holland,Australia,68,"CDM, CM"
C. Nöthe,Germany,68,"ST, CF"
I. Jiménez,Mexico,68,"RB, RWB, RM, LWB"
S. Morrison,England,68,CB
B. Mokulu,Belgium,68,ST
R. Gestede,Benin,68,ST
A. N'Diaye,Senegal,68,"CDM, CB, CM"
D. Latza,Germany,68,"CDM, CM, LM"
T. Pukki,Finland,68,ST
K. Laribi,Tunisia,68,"LW, CM"
P. Nakoulma,Burkina Faso,68,"RM, LM, ST"
P. Mandanda,DR Congo,68,GK
Lionn,Brazil,68,RB
A. Sarota,Australia,68,CM
F. Bérenguer,France,68,LW
A. Gunino,Uruguay,68,RB
S. Gürler,Turkey,68,"RW, LW"
J. Campos,Bolivia,68,"CAM, LM"
B. Leroy,France,68,GK
Alex,Portugal,68,"LM, RM"
J. Enríquez,Mexico,68,"CDM, CM"
R. Amalfitano,France,68,"CAM, RW"
A. Gorgon,Austria,68,"RW, RM, CAM"
M. Aguirregaray,Uruguay,68,RB
Ilie Sánchez,Spain,68,"CDM, CB, CM"
Y. Soumahoro,Ivory Coast,68,"LW, LM"
M. Djuricin,Austria,68,ST
G. Katsikas,Greece,68,CB
L. Silva,United States,68,"CAM, CF"
A. Romero,Argentina,68,"LM, RM, CAM"
L. Cardozo,Paraguay,68,"CB, CDM"
A. Tena,Venezuela,68,"CAM, CM, RM, LM"
G. Malfleury,France,68,"ST, RW"
D. Buballa,Germany,68,"LB, LM"
A. Szymanowski,Argentina,68,"LM, CAM"
R. Philippoteaux,France,68,"LW, RW"
M. Ibrahim,Egypt,68,"CAM, RW"
D. Brown,Jamaica,68,ST
F. Torijano,Colombia,68,CB
W. Zapata,Colombia,68,LM
N. Barahona,Panama,68,"CAM, RM"
M. Mier,Uruguay,68,"LM, LW"
D. Benedetto,Argentina,68,"ST, CF"
M. Aoudia,Algeria,68,ST
B. Sagredo,Chile,68,CAM
B. Abdurahimi,FYR Macedonia,68,"RM, ST"
D. Verhulst,Belgium,68,GK
S. Özkan,Turkey,68,"LW, RW"
K. Reichel,Germany,68,LB
Danilinho,Brazil,68,"RM, RW"
M. Suttner,Austria,68,LB
A. Hammill,England,68,"RM, RWB"
T. Enevoldsen,Denmark,68,LM
G. De Mets,Belgium,68,"CDM, CM"
B. Hamalainen,Denmark,68,LB
D. Boerrigter,Netherlands,68,LM
L. Ainsworth,England,68,"RM, LM"
J. Pearce,England,68,CB
J. Domínguez,Mexico,68,"CB, LB"
D. N'Gog,France,68,ST
M. Lekven,Norway,68,CM
S. Arfield,Scotland,68,"RM, LM, CM"
B. Urribarri,Argentina,68,LB
R. Poepon,Netherlands,68,ST
S. Escudero,Japan,68,"LM, ST, LW, CAM"
G. Berardi,Switzerland,68,"RB, LB"
D. Vidosic,Australia,68,"CAM, RW, LW, CF"
S. Lowry,Australia,68,"CB, LB"
C. Strohdiek,Germany,68,CB
D. Hubert,Belgium,68,"CDM, CM"
J. Dueñas,Mexico,68,"RB, CDM, CM, RM"
A. Dauda,Nigeria,68,ST
E. Pérez,Mexico,68,"RB, CB"
D. Meyler,Republic of Ireland,68,"CM, LM"
I. Vigurs,Scotland,68,"LM, CM"
M. Görlitz,Germany,68,"RM, CM, LM"
Lillo,Spain,68,"RB, LB"
E. Falkenburg,Netherlands,68,"CAM, ST, CM"
A. DeLaGarza,Guam,68,"CB, RB, LB"
I. Obradović,Serbia,68,LB
Bruno Soares,Brazil,68,CB
L. Neagle,United States,68,"LM, RM, ST"
Iñigo Pérez,Spain,68,"CDM, CM"
D. Stahl,Germany,68,"CDM, CM"
T. Ream,United States,68,"CB, LB"
L. Mendoza,Mexico,68,"RM, CM, RW"
J. Corona,United States,68,"RM, CAM, CM, RW"
C. Glombard,Benin,68,"RB, RM"
J. Ayoví,Ecuador,68,ST
B. Röcker,Germany,68,CB
G. Pizarro,Argentina,68,"CM, CDM"
José Mari,Spain,68,"CDM, CM"
J. Lopera,Colombia,68,CB
J. Álvarez,Colombia,68,"CAM, LM"
H. Rojas,Colombia,68,"CAM, LM"
F. Noguera,Colombia,68,LB
J. Aguirre,Colombia,68,"CAM, ST"
A. Donatti,Argentina,68,CB
J. Copete,Colombia,68,"ST, LM"
F. Márquez,Argentina,68,ST
W. Johnson,Canada,68,"CM, CDM"
E. Andrade,Mexico,68,"CAM, CM, LM, RM"
A. Bonnet,France,68,LM
Y. Buyens,Belgium,68,"CDM, CM"
R. Majewski,Poland,68,"CAM, CM"
S. Langil,France,68,"LM, RM, RW, CAM"
E. Terranova,Italy,68,CB
T. Chevalier,France,68,"ST, RM"
L. Vibe,Denmark,68,"ST, RM"
M. Schet,Netherlands,68,"RW, LW"
S. Al Faraj,Saudi Arabia,68,"CM, CDM, LM, LB"
L. Rodríguez,Mexico,68,"RM, RWB"
C. Martínez Borja,Colombia,68,"ST, CF"
Odaïr Fortes,Cape Verde,68,"RW, RM"
D. Davari,Iran,68,GK
M. de Leeuw,Netherlands,68,"ST, CAM"
Brito,Cape Verde,68,"LM, RM"
S. Otálvaro,Colombia,68,RB
J. Vásquez,Colombia,68,RB
L. Lollo,Argentina,68,CB
C. Salom,Argentina,68,ST
A. Puljić,Croatia,68,CB
K. Keleş,Turkey,68,"LB, LM"
G. Pasquale,Italy,68,LM
R. Riou,France,68,GK
R. Carroll,Northern Ireland,68,GK
A. Coulibaly,Mali,68,CB
M. Blasi,Italy,68,"CDM, CM"
Manuel Pablo,Spain,68,"RB, LB"
E. Maresca,Italy,68,"CM, CDM"
G. Bellini,Italy,68,"RB, LB"
C. Lupatelli,Italy,68,GK
J. Ángel,Colombia,68,ST
T. Tainio,Finland,68,"CDM, CM"
D. Gabbidon,Wales,68,CB
R. Nuzzolo,Switzerland,68,"LM, RM, LW"
S. Hammell,Scotland,68,"LB, RB"
H. Andreasen,Denmark,68,"CM, CDM"
Kim Nam Il,Korea Republic,68,"CDM, CM"
C. Bocanegra,United States,68,"CB, LB"
K. McNaughton,Scotland,68,RB
G. Givet,France,68,CB
K. Lasley,Scotland,68,CM
M. Rasmussen,Denmark,68,ST
M. Oussalah,Belgium,68,"LM, LB"
J. Kristiansen,Denmark,68,"CM, RM, LM"
R. Guana,Italy,68,CM
E. Johnson,United States,68,ST
M. Ericsson,Sweden,68,CM
J. Poulsen,Denmark,68,CM
J. Busch,United States,68,GK
J. Álvarez,Venezuela,68,"CAM, CDM, RM"
S. Harper,England,68,GK
P. Konchesky,England,68,LB
E. Bugge Pettersen,Norway,68,GK
D. Henderson,England,68,ST
G. Greer,Scotland,68,CB
S. Caldwell,Scotland,68,CB
S. Warnock,England,68,LB
S. Kotsolis,Greece,68,GK
C. Casey,United States,68,ST
S. Almirón,Argentina,68,"CM, CDM"
B. Köhler,Germany,68,"LM, CM"
D. Kruppke,Germany,68,"CAM, CF, RM"
K. Geraerts,Belgium,68,"CM, CAM"
M. Langer,Austria,68,GK
F. Agliardi,Italy,68,GK
D. Dogan,Germany,68,CB
Aganzo,Spain,68,ST
Iván Hernández,Spain,68,CB
C. Heimeroth,Germany,68,GK
R. Fuller,Jamaica,68,ST
D. Perquis,France,68,GK
M. Thygesen,Denmark,68,"CM, CAM, CDM, RM"
L. Kruse,Germany,68,GK
M. Sağlik,Turkey,68,"ST, CF, CAM"
E. Matoukou,Cameroon,68,"CB, RB"
S. Balcı,Turkey,68,"RB, RM"
A. Koçak,Turkey,68,"CM, CDM"
G. Þorvaldsson,Iceland,68,ST
D. Örlund,Sweden,68,GK
Rubinho,Brazil,68,GK
Michel,Brazil,68,"CDM, LB"
G. Tamaş,Romania,68,"CB, RB"
A. Geijo,Switzerland,68,"ST, CF"
Lee Chun Soo,Korea Republic,68,"CAM, RM, RW, LM"
P. Bianco,Italy,68,CB
C. Lepoint,Belgium,68,"CM, CB, CAM"
N. Borchers,United States,68,CB
G. Garics,Austria,68,"RM, RB"
K. Stuhr-Ellegaard,Denmark,68,GK
M. Kilgallon,England,68,"CB, LB, RB"
C. Terlizzi,Italy,68,CB
D. Succi,Italy,68,ST
Tiago Gomes,Portugal,68,LB
Manuel José,Portugal,68,RM
L. Pérez,Mexico,68,"CDM, CM, CAM"
O. Bravo,Mexico,68,"LW, ST, RW"
A. Cordaro,Belgium,68,RM
J. Sutton,England,68,ST
R. Makondele,DR Congo,68,LW
M. Fledderus,Netherlands,68,CM
C. Delgado,Argentina,68,"CAM, RW, CF"
A. Gashi,Norway,68,"CDM, CM"
J. Buxton,England,68,CB
R. Wallace,Scotland,68,"RM, LM"
R. Lemaître,France,68,"LB, LWB"
I. Damonte,Argentina,68,CM
M. Mirošević,Chile,68,"CAM, CM"
R. Martínez,Argentina,68,CM
E. Bologna,Argentina,68,GK
M. Romagnoli,Argentina,68,"CDM, CM"
M. Carrusca,Argentina,68,CAM
M. Pavone,Argentina,68,ST
D. Herner,Argentina,68,CB
R. Díaz,Argentina,68,CAM
M. Romero,Argentina,68,CB
K. D'Haene,Belgium,68,CB
L. Palos,Argentina,68,GK
G. Ré,Argentina,68,CB
G. Ünal,Turkey,68,ST
C. Schwegler,Switzerland,68,RB
Mora,Spain,68,"CM, CDM, CAM"
Migue,Spain,68,CB
Jonathan Ruiz,Spain,68,"CDM, CM"
José Juan,Spain,68,GK
Dani Giménez,Spain,68,GK
D. Jensen,Denmark,68,CM
Iñaki Astiz,Spain,68,CB
P. Pogrebnyak,Russia,68,ST
A. Tlisov,Russia,68,"CDM, CM"
A. Bober,Russia,68,"LM, CM"
E. Ruud,Norway,68,RB
R. Zubar,France,68,CB
K. Lorentzen,Denmark,68,"RW, CAM, ST"
S. Poulsen,Denmark,68,LB
R. Özcan,Austria,68,GK
F. Schiemer,Austria,68,CB
O. Occéan,Canada,68,ST
D. Marney,England,68,"CM, CDM"
L. Licht,Argentina,68,LB
L. Garguła,Poland,68,"CAM, CM, LM"
H. Pellerano,Argentina,68,CB
C. Mackail-Smith,Scotland,68,ST
A. Askar,Norway,68,"RM, LM"
Shin Hwa Yong,Korea Republic,68,GK
K. Petersen,Denmark,68,CB
S. McDonald,Australia,68,"CAM, CM, CF"
D. Bičík,Czech Republic,68,GK
F. Vilar,Argentina,68,GK
M. Mills,England,68,CB
D. Blackstock,Antigua & Barbuda,68,ST
C. Morales,Mexico,68,"LB, LM"
D. Álvarez,Mexico,68,"LM, CAM, LW, RW"
J. Faubert,France,68,"RM, RB"
J. De la Cuesta,Colombia,68,CB
C. Ochoa,Mexico,68,"ST, CF, RW"
I. Estrada,Mexico,68,RB
J. Mackie,Scotland,68,"RM, ST, RW"
G. Pineda,Mexico,68,"CM, CDM"
Ricardo,Cape Verde,68,CB
U. Hünemeier,Germany,68,CB
E. Kapllani,Albania,68,ST
M. Parensen,Germany,68,"CDM, LB"
S. Jahic,Bosnia Herzegovina,68,"CB, CDM, CM, RB"
D. Vrančić,Bosnia Herzegovina,68,"CM, CDM"
J. Sami,DR Congo,68,CB
J. Elizondo,Argentina,68,ST
Defendi,Brazil,68,CB
G. Zecchin,Italy,68,"RM, CM, LM"
D. Fox,Scotland,68,"LB, CB"
P. Larsson,Sweden,68,CB
G. Munari,Italy,68,"CM, CDM"
S. Ottesen,Iceland,68,"CB, RB"
S. Hunt,Republic of Ireland,68,"LM, RM, CAM"
P. Leciejewski,Poland,68,GK
M. Berger,Austria,68,"CB, RB"
G. Gimbert,France,68,ST
L. Moore,England,68,ST
E. Villa,Argentina,68,"ST, CF"
O. Ivanov,Russia,68,"CAM, CDM, CM"
D. Ricketts,Jamaica,68,GK
Evaldo,Brazil,68,LB
T. Matthys,Belgium,68,RM
A. Crofts,Wales,68,"CM, CDM"
B. Safari,Sweden,68,LB
S. Darbion,France,68,"RM, LM"
Roger,Brazil,68,"ST, CF"
Xisco,Spain,68,ST
J. Larentowicz,United States,68,"CDM, CB"
M. Parkhurst,United States,68,"CB, RB, LB"
D. Goian,Romania,68,"CB, LB"
Angelo,Brazil,68,"RM, RB"
N. Navarro,Argentina,68,GK
T. Podgórski,Poland,68,"LM, RM"
V. Marín,Colombia,68,LB
A. Gaţcan,Moldova,68,CDM
D. Belorukov,Russia,68,CB
R. Elliot,Republic of Ireland,68,GK
S. Le Toux,France,68,"RW, RM"
R. Cazzola,Italy,68,CM
R. Schiavi,Italy,68,"CB, RB"
M. Arzuaga,Colombia,68,ST
O. Hoban,Romania,68,"CDM, CM"
G. Venegas,Mexico,68,"CB, LB"
T. Oehrl,Germany,68,"ST, CAM"
Y. Kermorgant,France,68,ST
A. Balzano,Italy,68,"RB, RM"
David Rodríguez,Spain,68,"ST, LW, RW, LM"
R. Chávez,Mexico,68,"RB, RWB, CDM"
Carpio,Spain,68,RB
Óscar Díaz,Spain,68,"ST, LM"
E. Castillo,United States,68,"LB, CM"
L. López,Mexico,68,CB
Helder Cabral,Portugal,68,LB
Tiago Valente,Portugal,68,CB
J. van den Berg,Netherlands,68,"CDM, CB"
A. Cutolo,Italy,68,"RW, LW, CF"
L. Seijas,Venezuela,68,LM
E. Gutiérrez,Argentina,68,"ST, LW"
O. Kaya,Belgium,68,LM
A. Vaņins,Latvia,68,GK
S. Quinn,Republic of Ireland,68,"CM, LM"
S. Gaxa,South Africa,68,"RB, LB"
S. Nkosi,South Africa,68,"CAM, CM, CF"
W. Palacios,Honduras,68,"CDM, CM"
D. Ovono Ebang,Gabon,68,GK
J. Guagua,Ecuador,68,CB
W. Ayoví,Ecuador,68,"CM, LM, LWB"
D. Oliech,Kenya,68,"ST, RM"
J. Choplin,France,68,CB
Yeom Ki Hun,Korea Republic,68,"LW, CAM, LM"
J. Devaca,Paraguay,68,CB
Filipe Gonçalves,Portugal,68,"CM, CDM"
B. Castillo,Colombia,68,GK
S. Missiroli,Italy,68,CM
J. Moreno,Colombia,68,ST
M. Bjärsmyr,Sweden,68,CB
J. Cárdenas,Mexico,68,"LM, LWB"
Y. Opazo,Chile,68,RB
M. Milligan,Australia,68,CDM
G. Svensson,Sweden,68,"CDM, CM, CB"
L. Baal,France,68,"LB, CM, LM"
T. Derijck,Belgium,68,CB
Agus,Spain,68,"CB, LB"
H. Özmert,Turkey,68,CDM
D. Capelli,Italy,68,CB
M. Lomić,Serbia,68,LB
R. Faty,Senegal,68,"CDM, CB"
C. Mulgrew,Scotland,68,"CM, LM, CB"
L. Simón,Argentina,68,"ST, RW"
V. Minev,Bulgaria,68,"LB, CB"
G. Boyd,Scotland,68,"LM, CAM"
L. Grimi,Argentina,68,"CB, LB"
L. Robles,United States,68,GK
J. Shaffer,Argentina,68,LB
C. Coralli,Italy,68,ST
V. Procházka,Czech Republic,68,"CB, CDM"
M. Petržela,Czech Republic,68,"RM, RW, LM"
S. Williams,Republic of Ireland,68,"CDM, CM, CB"
Bruno China,Portugal,68,CDM
P. Alo'o Efoulou,Cameroon,68,ST
P. Zanev,Bulgaria,68,LB
N. Cherubin,Italy,68,CB
Robson,Brazil,68,CB
A. Cuvillier,France,68,LM
Bruno Miguel,Portugal,68,CB
A. Domínguez,Colombia,68,CAM
G. Perico,Italy,68,RB
A. Nemec,Slovakia,68,ST
G. Troianiello,Italy,68,"RW, CF"
M. Vidangossy,Chile,68,"LW, RW"
F. Espindola,Argentina,68,ST
G. Zárate,Argentina,68,RM
Y. Tigorev,Belarus,68,"CDM, CM"
S. Franklin,United States,68,RB
J. Olave,Colombia,68,CB
J. Guerrón,Ecuador,68,"RM, LM, ST"
K. Dikgacoi,South Africa,68,"CDM, CM"
L. Fuentes,Mexico,68,"LB, CB, LM, RB"
Shin Hyung Min,Korea Republic,68,"CDM, CM, LWB, CB"
H. Ruíz,Mexico,68,"CDM, CM"
Añibarro,Spain,68,CB
S. Roco,Chile,68,CB
M. Valdifiori,Italy,68,"CM, CDM"
Rodnei,Brazil,68,CB
Thiago Cionek,Poland,68,CB
J. Gosso,Ivory Coast,68,"CDM, RB"
M. Woolford,England,68,"RM, LM, CAM"
P. Ninkov,Serbia,68,"RM, RB"
C. Pontius,United States,68,"LM, ST, CF, CAM"
H. Thomas,Honduras,68,"CDM, CM"
O. Hawsawi,Saudi Arabia,68,CB
Pedro Queirós,Portugal,68,RB
D. Cháves,Uruguay,68,ST
L. Nomenjanahary,Madagascar,68,"LW, LM"
Roger,Brazil,68,"CB, CDM"
D. Lévêque,France,68,"LB, RB"
R. Mahamutsa,South Africa,68,"CB, RB"
G. Jara Reyes,Chile,68,"RB, CB, CDM"
K. Nkhatha,Zimbabwe,68,"ST, CF"
Y. Anchico,Colombia,68,"RM, RB"
Carlos Ruiz,Spain,68,"CB, LB"
M. Smith,Australia,68,CB
D. Lekić,Serbia,68,ST
M. Batdal,Turkey,68,ST
A. Losilla,France,68,CDM
L. Arias,Colombia,68,CM
D. Chará,Colombia,68,"CDM, CM"
Diogo Cunha,Portugal,68,CM
L. Majoro,South Africa,68,"ST, LM"
C. Gonzado,Venezuela,68,"CM, RW, RM, CAM"
L. Reija,Venezuela,68,"LM, CAM, RM, CM"
A. Cadavid,Colombia,68,CB
S. Dyakov,Bulgaria,68,"CDM, CM"
M. Jones,England,68,GK
M. Husain,Bahrain,68,CB
E. Palomino,Colombia,68,"ST, LM"
V. Giraldo,Colombia,68,RB
L. Giovini,Argentina,68,GK
L. Narváez,Colombia,68,"CDM, CM"
A. Andrade,Colombia,68,"CAM, RW, ST, CM"
C. Arboleda,Colombia,68,RB
L. Estacio,Colombia,68,GK
F. Díaz,Colombia,68,LB
M. Villalobos,Chile,68,"ST, CF"
N. Moiraghi,Argentina,68,CB
P. Muñoz,Chile,68,"RW, RM, ST"
M. Olivi,Argentina,68,"LW, CF"
B. Beckeles,Honduras,68,"RB, CDM"
P. Arango,Colombia,68,"RM, CAM"
C. Rentería,Colombia,68,ST
Bobô,Brazil,68,ST
J. Chiarini,Argentina,68,GK
G. Lanaro,Argentina,68,CB
Marcos Lopes,Portugal,67,CAM
K. Coman,France,67,"LW, ST"
P. Roberts,England,67,RM
F. Rodriguez,Switzerland,67,"RM, LM, CM, CAM"
A. Cragno,Italy,67,GK
E. Şahin,Turkey,67,"RW, RM"
K. Ayhan,Turkey,67,"CB, CDM, RB"
N. Aké,Netherlands,67,"CB, CDM"
P. Højbjerg,Denmark,67,"CM, CDM, CAM"
D. Sinkgraven,Netherlands,67,"CAM, LW"
J. Lascelles,England,67,"CB, RB"
D. Rugani,Italy,67,CB
D. Khodzhaniyazov,Turkmenistan,67,"LB, CB"
Y. Poulsen,Denmark,67,"ST, RW"
J. Green,United States,67,"RW, LW, ST"
F. Campos,Chile,67,RB
T. Bongonda,Belgium,67,LM
G. Castellón,Chile,67,GK
Guillermo,Spain,67,"CF, ST"
D. Léon,Guyana,67,GK
D. Cataldi,Italy,67,"CM, CAM"
Betinho,Portugal,67,ST
J. Hendrix,Netherlands,67,"CB, CDM"
H. Ongenda,France,67,"LW, CM"
Sandro,Spain,67,"ST, CF, RW"
R. Hall,England,67,LM
Sergio Rodríguez,Spain,67,"CAM, LM"
S. Berahino,England,67,"ST, RM"
M. Valoti,Italy,67,"CAM, RM"
E. Huws,Wales,67,"CM, CDM"
A. Younes,Germany,67,"CF, LM, RM"
F. Al Muwallad,Saudi Arabia,67,"RM, ST, LM"
D. Amartey,Ghana,67,"CB, CM"
Ayoze Pérez,Spain,67,"ST, CAM"
T. Jedvaj,Croatia,67,"RB, CB"
C. Tolisso,France,67,"CM, RB, CDM, LB"
S. Risvanis,Greece,67,CB
E. Sviatchenko,Denmark,67,CB
J. Paterson,England,67,"LM, LW, ST"
O. Yildirim,Germany,67,"CAM, LM"
J. Ibe,England,67,"LM, LW, ST"
Eddy,Spain,67,"CAM, CDM, CM"
Jadson,Brazil,67,CDM
L. Schaub,Austria,67,"CAM, LW, RW"
E. Hysaj,Albania,67,"LB, RB"
L. Pavez,Chile,67,LB
M. Politano,Italy,67,"RW, LW"
M. Astina,Argentina,67,RW
R. Thomas,New Zealand,67,"LM, CAM"
V. Berisha,Norway,67,"CM, CAM"
C. Buchtmann,Germany,67,"CM, CDM, CAM"
L. Benito,Switzerland,67,"LB, LM"
C. Sloth,Denmark,67,"CM, RM, CAM"
T. Van Acker,Belgium,67,"CDM, CM"
L. Nicholls,England,67,GK
M. Żyro,Poland,67,"LM, RM, CAM"
B. Pawłowski,Poland,67,"CAM, RM, ST"
R. Ince,England,67,"CDM, CM, CB"
G. Zahid,Norway,67,"CAM, CM"
G. De Luca,Italy,67,"CF, ST"
Sergi Samper,Spain,67,"CDM, CM"
J. Brenet,Netherlands,67,RB
T. Ondaan,Netherlands,67,"RW, LW"
M. Konaté,Senegal,67,"ST, RW"
K. Linetty,Poland,67,"CDM, CM"
Wendell,Brazil,67,"LB, LWB"
C. Cuevas,Chile,67,"LM, LW, LB"
S. Molina,Italy,67,RM
N. Keita,Guinea,67,"CM, RM, LM, CAM"
K. Friesenbichler,Austria,67,ST
B. Fernández,Argentina,67,LW
S. Yıldırım,Turkey,67,"ST, RW, LW"
G. Bruno,Belgium,67,ST
J. Emmanuel-Thomas,England,67,"ST, CAM"
H. Ojamaa,Estonia,67,"LM, RM, ST"
S. Colombi,Italy,67,GK
L. Sepe,Italy,67,GK
M. Albornoz,Chile,67,RB
R. Yabo,Germany,67,"CDM, CM"
T. Børven,Norway,67,ST
A. Turan,France,67,"LB, LM"
D. Boyata,Belgium,67,"RB, CB"
G. Gorskav,Romania,67,"CF, ST, CAM, RW"
M. Linnes,Norway,67,"RB, RM"
G. Hanley,Scotland,67,"CB, LB"
S. Thern,Sweden,67,"CM, LM"
J. Gatt,United States,67,"RM, LM, RB"
D. da Costa,Germany,67,RB
Aníbal Capela,Portugal,67,CB
A. Taggart,Australia,67,"ST, CF"
K. Fortounis,Greece,67,"RM, LM, CM, CAM"
K. Stöger,Austria,67,"CAM, LM, ST, CDM"
Bigas,Spain,67,"CB, LB"
Nono,Spain,67,"CDM, CM"
M. Lemina,France,67,"CM, CDM"
Y. Ono,Japan,67,LM
M. Rodić,Serbia,67,LB
C. Palomeque,Colombia,67,LM
A. Contreras,Chile,67,CB
M. Urruti,Argentina,67,ST
R. Cáseres,Argentina,67,ST
F. Rasic,Argentina,67,ST
J. Gómez,Argentina,67,RB
M. N'Diaye,Mali,67,CB
Oier,Spain,67,GK
A. Smithies,England,67,GK
M. Lang,Switzerland,67,"RB, CB"
J. King,Norway,67,"LM, RM, ST"
H. Rodríguez,Mexico,67,"CB, RB"
R. Jack,Scotland,67,"CDM, CM, RB, RM"
B. Salamon,Poland,67,"CB, CDM"
A. Sissoko,France,67,"CDM, LB"
E. Frimpong,Ghana,67,"CDM, CM"
M. Stiepermann,Germany,67,"RM, CF, CAM"
L. Thy,Germany,67,"RM, CF, ST, LM"
S. Duffy,Republic of Ireland,67,CB
S. Cook,England,67,CB
G. Pezzella,Argentina,67,CB
J. Hunt,England,67,"RB, RM"
Laguardia,Spain,67,CB
F. Kainz,Austria,67,LM
E. Rashani,Norway,67,"LW, RW"
L. Dunk,England,67,CB
E. İşcan,Turkey,67,GK
W. Boly,France,67,CB
N. Kebano,France,67,CAM
P. Bauer,Germany,67,CB
K. Otigba,Hungary,67,CB
F. Hasani,FYR Macedonia,67,"RM, LM"
